Property ID,Open,Parcel Number,Address,Address,Description,Project Area,City,latitude,longitude
374,Open,2111-029-906,"7330 N Canoga Ave , Los Angeles, CA",7330 N Canoga Ave,<div>Vacant parcel used for parking.</div>,Broadway/Manchester,", Los Angeles, CA",34.2033986,-118.597514
338,Open,5169-028-901,"2750 E Washington Blvd , Los Angeles, CA",2750 E Washington Blvd,"<div>Vacant Parcel, former Alameda Corridor transit Authority Site. &nbsp;Brownsfields site, cleanup underway with funding from TI and CDBG.</div>",Broadway/Manchester,", Los Angeles, CA",34.0167694,-118.2222672
52,Open,2513-006-900,"13574 W Foothill Blvd , Los Angeles, CA",13574 W Foothill Blvd,<div>Vacant parcel. &nbsp;</div>,Broadway/Manchester,", Los Angeles, CA",34.306091,-118.429573
265,Open,6037-001-900,"1636 W Manchester Ave , Los Angeles, CA",1636 W Manchester Ave,<div>Vacated Manchester Library site for proposed commercial development.</div>,Broadway/Manchester,", Los Angeles, CA",33.9596634,-118.3059845
23,Open,5134-012-901,"1515 S Hope St , Los Angeles, CA",1515 S Hope St,<div>Villa De Esperanza plus park and playground</div>,Bunker Hill,", Los Angeles, CA",34.0368614,-118.2677841
23,Open,5134-012-900,"1515 S Hope St , Los Angeles, CA",1515 S Hope St,<div>Villa De Esperanza plus park and playground</div>,Bunker Hill,", Los Angeles, CA",34.0368614,-118.2677841
268,Open,6048-012-027,"10221 S Compton Ave , Los Angeles, CA",10221 S Compton Ave,"<div>Watts Civic Center, ground lease through 2040. &nbsp;CRA/LA owns property, tenant owns improvements - reverts to CRA/LA at end of lease.</div>",Bunker Hill,", Los Angeles, CA",33.943626,-118.246757
116,Open,5137-024-924,"1119 Albany St                      , Los Angeles, CA",1119 Albany St                     ,1 bedroom Condominium-VISTA MONTOYA,Council District 9,", Los Angeles, CA",34.045742,-118.2732849
116,Open,5137-024-927,"1119 Albany St                      , Los Angeles, CA",1119 Albany St                     ,1 bedroom Condominium-VISTA MONTOYA,Central Industrial,", Los Angeles, CA",34.045742,-118.2732849
193,Open,5179-014-900,"3551 E 4Th St , Los Angeles, CA",3551 E 4Th St,2 unit Multi-Family Residential,Mid-City,", Los Angeles, CA",34.032695,-118.193183
88,Open,5049-009-900,"2528  S. Orange Drive , Los Angeles, CA",2528  S. Orange Drive,2 units residential,Mid-City,", Los Angeles, CA",34.0331612,-118.3524017
91,Open,5049-016-907,"2520 Alsace Ave , Los Angeles, CA",2520 Alsace Ave,3 units residential,Mid-City,", Los Angeles, CA",34.0332642,-118.3545609
439,Open,5077-008-016,"3055 WILSHIRE BLVD , Los Angeles, CA",3055 WILSHIRE BLVD,"3055 WILSHIRE LLC as owner per Assessor - location of CRA's Central site office, keep in Risk Management list.",Bunker Hill,", Los Angeles, CA",34.0624084,-118.288002
211,Open,5546-017-905,"6404 Homewood Ave , Los Angeles, CA",6404 Homewood Ave,"5000 sq ft and contains small structure where Thomas Tops upholstery repair business is located.  Also known as 6404 Homewood Ave, Los Angeles CA.",Central Industrial,", Los Angeles, CA",34.095005,-118.3290329
191,Open,5168-010-920,"2455 E Washington Blvd , Los Angeles, CA",2455 E Washington Blvd,"5168-010-908 has been combined into one parcel by assessor, now 5168-010-920. Vacant land",Mid-City,", Los Angeles, CA",34.0187104,-118.2284515
419,Open,2350-018-079,"5200 LANKERSHIM BLVD , Los Angeles, CA",5200 LANKERSHIM BLVD,5200 LANKERSHIM LLC as owner per Assessor - tied to development on APN 2350015115 above,Mid-City,", Los Angeles, CA",34.1653595,-118.3743744
226,Open,6012-009-902,"6901 S Main St , Los Angeles, CA",6901 S Main St,8 unit apartment building and is vacant.,Central Industrial,", Los Angeles, CA",33.9772377,-118.274292
225,Open,6012-009-901,"6905 S Main St , Los Angeles, CA",6905 S Main St,8 unit apartment building and is vacant.,Central Industrial,", Los Angeles, CA",33.9771271,-118.274292
449,Open,5131-026-029,"1011 E ADAMS BLVD , Los Angeles, CA",1011 E ADAMS BLVD,ADAMS 935 L P as owner per Assessor - CRA holds commercial use easement on property only.,Bunker Hill,", Los Angeles, CA",34.0193901,-118.2555161
449,Open,5131-026-028,"1011 E ADAMS BLVD , Los Angeles, CA",1011 E ADAMS BLVD,ADAMS 935 L P as owner per Assessor - CRA holds commercial use easement on property only.,Mid-City,", Los Angeles, CA",34.0193901,-118.2555161
31,Open,5136-018-902,"1115 S Alvarado St , Los Angeles, CA",1115 S Alvarado St,"Agency foreclosed on defaulted loan.  Unsafe building demolished, site vacant.",Little Tokyo,", Los Angeles, CA",34.0497055,-118.2815781
170,Open,5149-010-947,"208 S. Grand Ave. , Los Angeles, CA",208 S. Grand Ave.,Air rights,Mid-City,", Los Angeles, CA",33.742174,-118.2901007
169,Open,5149-010-941,"Grand Avenue & General Thaddeus Kosciuszko Way , Los Angeles, CA",Grand Avenue & General Thaddeus Kosciuszko Way,Air rights,Mid-City,", Los Angeles, CA",34.0534897,-118.2453232
162,Open,5149-010-027,"250 S Grand Ave , Los Angeles, CA",250 S Grand Ave,Air rights Cal Plaza,Mid-City,", Los Angeles, CA",33.7417334,-118.2901101
163,Open,5149-010-028,"550 W General Thaddeus Kosciuszko Way , Los Angeles, CA",550 W General Thaddeus Kosciuszko Way,Air rights Cal Plaza,Bunker Hill,", Los Angeles, CA",34.0534897,-118.2453232
163,Open,5149-010-030,"550 W General Thaddeus Kosciuszko Way , Los Angeles, CA",550 W General Thaddeus Kosciuszko Way,Air rights Cal Plaza,Exposition/University Park,", Los Angeles, CA",34.0534897,-118.2453232
163,Open,5149-010-029,"550 W General Thaddeus Kosciuszko Way , Los Angeles, CA",550 W General Thaddeus Kosciuszko Way,Air rights Cal Plaza,Normandie 5,", Los Angeles, CA",34.0534897,-118.2453232
388,Open,6006-003-900,"200 East Slauson , Los Angeles, CA",200 East Slauson,"also known as: 5867 South Los Angeles Street, Los Angeles CA .  Industrial property with multiple tenants.  ",Normandie 5,", Los Angeles, CA",33.9888802,-118.270813
104,Open,5114-014-906,"1034 E Martin Luther King Jr Blvd , Los Angeles, CA",1034 E Martin Luther King Jr Blvd,Apartment bldg.,Normandie 5,", Los Angeles, CA",34.0109052,-118.2574012
104,Open,5114-014-907,"1034 E Martin Luther King Jr Blvd , Los Angeles, CA",1034 E Martin Luther King Jr Blvd,Apartment bldg.,Normandie 5,", Los Angeles, CA",34.0109052,-118.2574012
425,Open,5013-013-013,"4401 CRENSHAW BLVD , Los Angeles, CA",4401 CRENSHAW BLVD,"BAKEWELL HAWTHORNE LLC as owner per Assessor - location of South Los Angeles site office, keep in Risk Management list.",Normandie 5,", Los Angeles, CA",34.0030899,-118.3321075
210,Open,5414-007-026,"415 W Bamboo Lane , Los Angeles, CA",415 W Bamboo Lane,Bamboo Plaza Parking structure,Normandie 5,", Los Angeles, CA",34.066051,-118.237007
39,Open,5137-013-910,"1016 Valencia St , Los Angeles, CA",1016 Valencia St,"Bill Cruz Childcare Center
Loan 872378",Normandie 5,", Los Angeles, CA",34.0477371,-118.2724686
39,Open,5137-013-908,"1016 Valencia St , Los Angeles, CA",1016 Valencia St,"Bill Cruz Childcare Center
Loan 872378",Normandie 5,", Los Angeles, CA",34.0477371,-118.2724686
39,Open,5137-013-911,"1016 Valencia St , Los Angeles, CA",1016 Valencia St,"Bill Cruz Childcare Center
Loan 872378",Adelante Eastside,", Los Angeles, CA",34.0477371,-118.2724686
39,Open,5137-013-907,"1016 Valencia St , Los Angeles, CA",1016 Valencia St,"Bill Cruz Childcare Center
Loan 872378",,", Los Angeles, CA",34.0477371,-118.2724686
398,Open,5032-004-906,"4020 Buckingham Rd , Los Angeles, CA",4020 Buckingham Rd,"Buckingham Senior Place, acquired through foreclosure",,", Los Angeles, CA",34.0138455,-118.3423676
398,Open,5032-004-902,"4020 Buckingham Rd , Los Angeles, CA",4020 Buckingham Rd,"Buckingham Senior Place, acquired through foreclosure",,", Los Angeles, CA",34.0138455,-118.3423676
398,Open,5032-004-901,"4020 Buckingham Rd , Los Angeles, CA",4020 Buckingham Rd,"Buckingham Senior Place, acquired through foreclosure",,", Los Angeles, CA",34.0138455,-118.3423676
398,Open,5032-004-903,"4020 Buckingham Rd , Los Angeles, CA",4020 Buckingham Rd,"Buckingham Senior Place, acquired through foreclosure",Los Angeles Harbor,", Los Angeles, CA",34.0138455,-118.3423676
398,Open,5032-004-904,"4020 Buckingham Rd , Los Angeles, CA",4020 Buckingham Rd,"Buckingham Senior Place, acquired through foreclosure",Beacon Street,", Los Angeles, CA",34.0138455,-118.3423676
398,Open,5032-004-905,"4020 Buckingham Rd , Los Angeles, CA",4020 Buckingham Rd,"Buckingham Senior Place, acquired through foreclosure",Pacific Corridor,", Los Angeles, CA",34.0138455,-118.3423676
332,Open,5123-001-900,"2600 S Hoover St , Los Angeles, CA",2600 S Hoover St,Casa De Rosas - Women's Transitional Housing with 32 SROs and 18 emergency shelter beds. Deeded to CRA through foreclosure.  ,Wilshire Center / Koreatown,", Los Angeles, CA",34.031024,-118.283569
213,Open,5547-017-029,"1552 N Schrader Blvd , Los Angeles, CA",1552 N Schrader Blvd,"Casa Verde Apartments
Loan 872010",Los Angeles Harbor,", Los Angeles, CA",34.0534897,-118.2453232
485,Open,7455-014-033,"302 W 5TH ST , Los Angeles, CA",302 W 5TH ST,"CGU CAPITAL GROUP LLC as owner per Assessor - location of L.A. Harbor site office, keep in Risk Management list.",CBD Amended,", Los Angeles, CA",34.0481476,-118.2509129
464,Open,5144-027-006,"645 W 009 ST , Los Angeles, CA",645 W 009 ST,"CIM MARKET AT 9TH AND FLOWER LLC as owner by Assessor - CRA maintains longterm ground lease, property ot availble for sale/lease.",Western Slauson,", Los Angeles, CA",34.0534897,-118.2453232
462,Open,5144-020-178,"720 W 8TH ST , Los Angeles, CA",720 W 8TH ST,CIM/830 S FLOWER LLC as owner by Assessor - CRA mainatins affordability covenants on property.,Exposition/University Park,", Los Angeles, CA",34.0469293,-118.2597139
463,Open,5144-020-189,"720 W 8TH ST , Los Angeles, CA",720 W 8TH ST,CIM/830 S FLOWER LLC as owner by Assessor - CRA mainatins affordability covenants on property.,City Center,", Los Angeles, CA",34.0469293,-118.2597139
484,Open,6053-006-052,"225 W COLDEN AVE , Los Angeles, CA",225 W COLDEN AVE,COLDEN OAKS as owner per Assessor -  CRA maintains loans and covenants on property.,City Center,", Los Angeles, CA",33.9494553,-118.2775879
60,Open,5019-025-044,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,City Center,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-047,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-045,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Bunker Hill,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-048,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Little Tokyo,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-028,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Exposition/University Park,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-027,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-041,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-056,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-050,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-058,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-928,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-927,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Mid-City,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-051,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Mid-City,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-052,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Mid-City,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-057,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-053,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-054,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-046,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-055,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
60,Open,5019-025-049,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Coliseo Housing,Crenshaw,", Los Angeles, CA",34.0108109,-118.2847595
56,Open,5001-029-900,"5215 N Figueroa St , Los Angeles, CA",5215 N Figueroa St,Commercial/industrial 16 units,Crenshaw,", Los Angeles, CA",34.106823,-118.1992188
57,Open,5001-034-900,"5260 Figueroa St. , Los Angeles, CA",5260 Figueroa St.,Commercial/Industrial 16 units,Crenshaw,", Los Angeles, CA",34.1066775,-118.1986045
118,Open,5137-025-904,"1554 W 11Th Pl , Los Angeles, CA",1554 W 11Th Pl,Community Garden (small parcel),Chinatown,", Los Angeles, CA",34.0465625,-118.2747611
118,Open,5137-025-902,"1554 W 11Th Pl , Los Angeles, CA",1554 W 11Th Pl,Community Garden (small parcel),Bunker Hill,", Los Angeles, CA",34.0465625,-118.2747611
118,Open,5137-025-903,"1554 W 11Th Pl , Los Angeles, CA",1554 W 11Th Pl,Community Garden (small parcel),Central Industrial,", Los Angeles, CA",34.0465625,-118.2747611
118,Open,5137-025-901,"1554 W 11Th Pl , Los Angeles, CA",1554 W 11Th Pl,Community Garden (small parcel),Central Industrial,", Los Angeles, CA",34.0465625,-118.2747611
114,Open,5115-019-907,"4225 S Central Ave , Los Angeles, CA",4225 S Central Ave,"Conduit finance by the CRA/LA.  Agency is providing $1.2 mill in first deed of trust, monthly payment should be $13,845, from Developer, Dunbar Hotel.",Mid-City,", Los Angeles, CA",34.006855,-118.256828
114,Open,5115-019-906,"4225 S Central Ave , Los Angeles, CA",4225 S Central Ave,"Conduit finance by the CRA/LA.  Agency is providing $1.2 mill in first deed of trust, monthly payment should be $13,845, from Developer, Dunbar Hotel.",Mid-City,", Los Angeles, CA",34.006855,-118.256828
368,Open,5134-007-913,"1403 W 12Th Pl , Los Angeles, CA",1403 W 12Th Pl,Corner Cut,Mid-City,", Los Angeles, CA",34.0442343,-118.2736775
300,Open,7418-025-900,"302 N Eubank Ave , Los Angeles, CA",302 N Eubank Ave,Corner cut,Mid-City,", Los Angeles, CA",34.0534897,-118.2453232
366,Open,5123-008-909,"3216 S Hoover St , Los Angeles, CA",3216 S Hoover St,Corner Cut,Crenshaw,", Los Angeles, CA",34.0264177,-118.2839155
301,Open,7424-012-900,"530 N Mcfarland Ave , Los Angeles, CA",530 N Mcfarland Ave,Corner cut,City Center,", Los Angeles, CA",34.0534897,-118.2453232
301,Open,7424-012-901,"530 N Mcfarland Ave , Los Angeles, CA",530 N Mcfarland Ave,Corner cut,Monterey Hills,", Los Angeles, CA",34.0534897,-118.2453232
373,Open,5302-007-902,"5336 N Monterey Road , Los Angeles, CA",5336 N Monterey Road,Corner Cut,Monterey Hills,", Los Angeles, CA",34.099411,-118.187934
195,Open,5301-011-918,"632 E Coleman Ave , Los Angeles, CA",632 E Coleman Ave,Corner cut,Monterey Hills,", Los Angeles, CA",34.1024513,-118.1818619
195,Open,5301-011-917,"632 E Coleman Ave , Los Angeles, CA",632 E Coleman Ave,Corner cut,City Center,", Los Angeles, CA",34.1024513,-118.1818619
303,Open,7424-013-900,"801 E E St , Los Angeles, CA",801 E E St,Corner cut,City Center,", Los Angeles, CA",33.7761737,-118.2528193
29,Open,5135-017-909,"1632 Burlington Avenue. , Los Angeles, CA",1632 Burlington Avenue.,Corner Cut.,CBD Amended,", Los Angeles, CA",34.0419303,-118.2810704
478,Open,6001-014-900,"5975 S WESTERN AVE , Los Angeles, CA",5975 S WESTERN AVE,CRA in process of purchase of property from City of Los Angeles.,,", Los Angeles, CA",33.9857025,-118.3097382
470,Open,5151-015-911,"255 S GRAND AVE , Los Angeles, CA",255 S GRAND AVE,"CRALA as owner by Assessor, current site of Grand Promenade Project, CRA maintains bond issues for site.",CBD Amended,", Los Angeles, CA",33.7417321,-118.2902187
469,Open,5149-026-004,"448 S HILL ST                          , Los Angeles, CA",448 S HILL ST                         ,"Current location of Downtown site office, keep in Risk Management list. New listing.",North Hollywood,", Los Angeles, CA",34.0488243,-118.251358
84,Open,5032-003-902,"3750 W Martin Luther King Jr Blvd , Los Angeles, CA",3750 W Martin Luther King Jr Blvd,Educational facility for the mentally disable and handicap,North Hollywood,", Los Angeles, CA",34.012722,-118.3395233
15,Open,5073-018-902,"2375 W Washington Blvd , Los Angeles, CA",2375 W Washington Blvd,Escrow has closed - Owner is leasing the premises on a month to month basis for a period not to exceed 12 months,Council District 9,", Los Angeles, CA",34.0402184,-118.3140182
15,Open,5073-018-901,"2375 W Washington Blvd , Los Angeles, CA",2375 W Washington Blvd,Escrow has closed - Owner is leasing the premises on a month to month basis for a period not to exceed 12 months,North Hollywood,", Los Angeles, CA",34.0402184,-118.3140182
15,Open,5073-018-900,"2375 W Washington Blvd , Los Angeles, CA",2375 W Washington Blvd,Escrow has closed - Owner is leasing the premises on a month to month basis for a period not to exceed 12 months,North Hollywood,", Los Angeles, CA",34.0402184,-118.3140182
453,Open,5138-013-061,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
453,Open,5138-013-072,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
453,Open,5138-013-071,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
453,Open,5138-013-062,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
453,Open,5138-013-060,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
453,Open,5138-013-039,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
453,Open,5138-013-040,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
453,Open,5138-013-070,"1050 S FLOWER ST , Los Angeles, CA",1050 S FLOWER ST,"F C METROPOLITAN LOFTS LLC as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",North Hollywood,", Los Angeles, CA",34.0429459,-118.263298
99,Open,5058-019-016,"1940 W 25Th St , Los Angeles, CA",1940 W 25Th St,FAME,North Hollywood,", Los Angeles, CA",33.7256663,-118.3198477
95,Open,5053-012-900,"2616 S Hobart Blvd , Los Angeles, CA",2616 S Hobart Blvd,Fire house,North Hollywood,", Los Angeles, CA",34.0321198,-118.3074875
327,Open,5053-006-903,"3011 S Western Ave , Los Angeles, CA",3011 S Western Ave,"Former Fat Burger Site, currently vacated.  ",North Hollywood,", Los Angeles, CA",34.0269394,-118.3092499
327,Open,5053-006-900,"3011 S Western Ave , Los Angeles, CA",3011 S Western Ave,"Former Fat Burger Site, currently vacated.  ",North Hollywood,", Los Angeles, CA",34.0269394,-118.3092499
327,Open,5053-006-902,"3011 S Western Ave , Los Angeles, CA",3011 S Western Ave,"Former Fat Burger Site, currently vacated.  ",North Hollywood,", Los Angeles, CA",34.0269394,-118.3092499
327,Open,5053-006-901,"3011 S Western Ave , Los Angeles, CA",3011 S Western Ave,"Former Fat Burger Site, currently vacated.  ",North Hollywood,", Los Angeles, CA",34.0269394,-118.3092499
54,Open,4006-018-901,"6527 S Crenshaw Blvd , Los Angeles, CA",6527 S Crenshaw Blvd,Former Hyde park public liabrary at 6527 Crenshaw Blvd. (Vacant),Council District 9,", Los Angeles, CA",34.0534897,-118.2453232
407,Open,2321-022-900,"6842 Gentry Ave , Los Angeles, CA",6842 Gentry Ave,"Gentry Apartments
Loan 871412",Los Angeles Harbor,", Los Angeles, CA",34.1951752,-118.3929062
136,Open,5139-007-947,"900 S Hope St , Los Angeles, CA",900 S Hope St,Grand Hope Park,Los Angeles Harbor,", Los Angeles, CA",34.0449739,-118.260418
98,Open,5055-022-035,"1177 W. 25th St. , Los Angeles, CA",1177 W. 25th St.,"Ground Lease, Loan 871726",Monterey Hills,", Los Angeles, CA",34.0338211,-118.2861404
97,Open,5053-026-920,"1806 W 27Th St , Los Angeles, CA",1806 W 27Th St,Halldale Park,Monterey Hills,", Los Angeles, CA",34.0308454,-118.303153
352,Open,5053-029-906,"2707 S Halldale Ave , Los Angeles, CA",2707 S Halldale Ave,Halldale Park,Monterey Hills,", Los Angeles, CA",34.030597,-118.303153
354,Open,5053-029-908,"2707 S Halldale Ave , Los Angeles, CA",2707 S Halldale Ave,Halldale Park,Monterey Hills,", Los Angeles, CA",34.030597,-118.303153
357,Open,5053-026-912,"2717 Halldale Ave , Los Angeles, CA",2717 Halldale Ave,Halldale Park,Monterey Hills,", Los Angeles, CA",34.030323,-118.303154
353,Open,5053-029-907,"2725 S Halldale Ave , Los Angeles, CA",2725 S Halldale Ave,Halldale Park,CBD Amended,", Los Angeles, CA",34.030048,-118.303153
474,Open,5174-016-027,"1914 E 1ST ST , Los Angeles, CA",1914 E 1ST ST,"HOMEBOY INDUSTRIES as owner per Assessor - location of Eastside site office, keep in Risk Management list.",Bunker Hill,", Los Angeles, CA",33.7823521,-118.2387156
93,Open,5053-001-037,"2615 S Western Ave , Los Angeles, CA",2615 S Western Ave,Housing,Bunker Hill,", Los Angeles, CA",34.032074,-118.3092804
93,Open,5053-001-031,"2615 S Western Ave , Los Angeles, CA",2615 S Western Ave,Housing,Bunker Hill,", Los Angeles, CA",34.032074,-118.3092804
325,Open,5172-008-902,"1300 East First Street , Los Angeles, CA",1300 East First Street,Industrial building operated by Ocean Seafood.  Processing plant for fresh sea urchins for Japanese restaurants in the local area.,CBD Amended,", Los Angeles, CA",34.047363,-118.226516
325,Open,5172-008-901,"1300 East First Street , Los Angeles, CA",1300 East First Street,Industrial building operated by Ocean Seafood.  Processing plant for fresh sea urchins for Japanese restaurants in the local area.,Central Industrial,", Los Angeles, CA",34.047363,-118.226516
325,Open,5172-008-900,"1300 East First Street , Los Angeles, CA",1300 East First Street,Industrial building operated by Ocean Seafood.  Processing plant for fresh sea urchins for Japanese restaurants in the local area.,Central Industrial,", Los Angeles, CA",34.047363,-118.226516
142,Open,5141-025-025,"826 S Coronado St , Los Angeles, CA",826 S Coronado St,L.A. Family Housing,North Hollywood,", Los Angeles, CA",34.0563812,-118.2833176
214,Open,5572-031-901,"1801 N La Brea Ave , Los Angeles, CA",1801 N La Brea Ave,"La Brea/Franklin Apartments
Loan 871799
Also known as 1801 N. La Brea Ave Los Angeles CA 90046",North Hollywood,", Los Angeles, CA",34.1037979,-118.3464279
174,Open,5149-037-026,"555 S Main St , Los Angeles, CA",555 S Main St,LA Garage  parking,Council District 9,", Los Angeles, CA",34.0461388,-118.2495651
154,Open,5147-029-048,"660 Stanford Ave , Los Angeles, CA",660 Stanford Ave,LA Mens Place (LAMP),Council District 9,", Los Angeles, CA",34.0391655,-118.2438431
155,Open,5147-029-049,"656 Stanford Ave , Los Angeles, CA",656 Stanford Ave,LAMP (parking lot),Council District 9,", Los Angeles, CA",34.0393028,-118.2437744
340,Open,5032-003-905,"3772 W MARTIN LUTHER KING JR BLVD , Los Angeles, CA",3772 W MARTIN LUTHER KING JR BLVD,Marlton Square  2 story office building.,Council District 9,", Los Angeles, CA",34.0129738,-118.33992
339,Open,5032-003-904,"3760 W MARTIN LUTHER KING JR BLVD , Los Angeles, CA",3760 W MARTIN LUTHER KING JR BLVD,Marlton Square.  2 story office building.,Western Slauson,", Los Angeles, CA",34.0128708,-118.3397675
86,Open,5040-030-905,"3685 S Vermont Ave , Los Angeles, CA",3685 S Vermont Ave,Mary McLeod Bethune Library owned by the City of LA-Library Dept. Vacant. Located across from USC campus.,Central Industrial,", Los Angeles, CA",34.021284,-118.2915967
59,Open,5019-001-901,"801 W 40Th Pl , Los Angeles, CA",801 W 40Th Pl,MLK Jr. Village/Apartments,Wilshire Center / Koreatown,", Los Angeles, CA",34.0103607,-118.2875137
271,Open,6048-013-049,"1650 E Century Blvd , Los Angeles, CA",1650 E Century Blvd,Multi family residential,Exposition/University Park,", Los Angeles, CA",33.945377,-118.244354
51,Open,2416-010-066,"5220 Harmony Ave , Los Angeles, CA",5220 Harmony Ave,Multi family residential,Exposition/University Park,", Los Angeles, CA",34.1654549,-118.3660812
55,Open,4286-017-901,"102 Navy St , Los Angeles, CA",102 Navy St,Navy Blue  Apartments Loan 875612,Exposition/University Park,", Los Angeles, CA",33.9970811,-118.4795069
101,Open,5059-004-900,"2450 Crenshaw Blvd , Los Angeles, CA",2450 Crenshaw Blvd,Nikki property with a sub-standard improvement,Exposition/University Park,", Los Angeles, CA",34.0339851,-118.3338394
101,Open,5059-004-901,"2450 Crenshaw Blvd , Los Angeles, CA",2450 Crenshaw Blvd,Nikki property with a sub-standard improvement,Exposition/University Park,", Los Angeles, CA",34.0339851,-118.3338394
456,Open,5138-013-068,"1001 S HOPE ST , Los Angeles, CA",1001 S HOPE ST,"O I HOPE L P as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",Exposition/University Park,", Los Angeles, CA",34.0437775,-118.2624664
456,Open,5138-013-069,"1001 S HOPE ST , Los Angeles, CA",1001 S HOPE ST,"O I HOPE L P as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",Exposition/University Park,", Los Angeles, CA",34.0437775,-118.2624664
456,Open,5138-013-067,"1001 S HOPE ST , Los Angeles, CA",1001 S HOPE ST,"O I HOPE L P as owner per Assessor, CRA maintains ground lease, covenants and conditions on property.",Exposition/University Park,", Los Angeles, CA",34.0437775,-118.2624664
