City,Address,Case#,CD,Inspector,Area,Building Type,Approved Use,File Assigned To,Size,,,Abate Effective
Los Angeles,5457 N ENCINO AVE,188491,5,RICHARD SIMONS,I,V,SFD,Code: CNA,50,65,3250,39108
Los Angeles,5457 N ENCINO AVE,188491,5,RICHARD SIMONS,I,V,SFD,Code: CNA,50,65,3250,39798
Los Angeles,5457 N ENCINO AVE,188491,5,RICHARD SIMONS,I,V,SFD,Code: CNA,50,65,3250,39654
Los Angeles,7254 N ENCINO AVE,628675,6,RICHARD SIMONS,I,V,SFD,Code: CNA,25,35,875,41829
Los Angeles,1003 N EUBANK AVE,297520,15,JOHN STEPHENS,III,III,COMMERCIAL,Code: CNA,15,16,240,40035
Los Angeles,13140 W EUSTACE ST,476534,7,DUANE JOHNSON,I,V,,Code: CNA,0,0,0,41142
Los Angeles,637 S EVERGREEN AVE,102009,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,31,55,1705,34156
Los Angeles,637 S EVERGREEN AVE,102009,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,31,55,1705,39210
Los Angeles,637 S EVERGREEN AVE,102009,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,31,55,1705,39826
Los Angeles,1218 W EXPOSITION BLVD,147268,8,TIM FONG,II,V,SFD,Code: CNA,20,30,600,38561
Los Angeles,2018 S FAIRBURN AVE,216979,5,ROBERT WOOD,II,V,SFD,Code: CNA,0,0,0,39490
Los Angeles,6221 N FALLBROOK AVE,494234,3,RICHARD SIMONS,I,V,SFD,Code: CNA,60,138,8280,41353
Los Angeles,7307 N FARMDALE AVE,679384,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42131
Los Angeles,927 S FEDORA ST,673052,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,42039
Los Angeles,933 S FEDORA ST,673058,10,TIM FONG,II,V,APT,Code: CNA,0,0,0,42040
Los Angeles,1027 S FEDORA ST,218267,1,TIM FONG,II,*****,SFD,Code: CNA,0,0,0,39517
Los Angeles,1029 S FEDORA ST,218269,1,TIM FONG,II,*****,SFD,Code: CNA,0,0,0,39517
Los Angeles,1029 S FEDORA ST,218272,1,TIM FONG,II,*****,SFD,Code: CNA,0,0,0,39517
Los Angeles,1130 S FEDORA ST,108407,1,TIM FONG,II,V,SFD,Code: CNA,28,42,1176,38152
Los Angeles,13081 N FELLOWS AVE,488843,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41291
Los Angeles,7854 N FERNCOLA AVE,688386,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42202
Los Angeles,6800 S FIGUEROA ST,205249,8,JOHN STEPHENS,III,*****,SFD,Code: CNA,0,0,0,39273
Los Angeles,11014 S FIGUEROA ST,552767,8,JOHN STEPHENS,III,*****,,Code: CNA,0,0,0,41705
Los Angeles,3617 N FLORA AVE,102072,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,20,34,680,37746
Los Angeles,3617 N FLORA AVE,102072,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,20,34,680,39960
Los Angeles,214 E FLORENCE AVE,698590,9,JOHN STEPHENS,III,*****,SFD,Code: CNA,0,0,0,42301
Los Angeles,2400 W FLORENCE AVE,203631,8,ROBERT WOOD,III,*****,COMMERCIAL,Code: CNA,0,0,0,39244
Los Angeles,4313 S FLOWER ST,495890,9,JEFFREY CORPUZ,II,V,SFD,Code: CNA,30,55,1650,41379
Los Angeles,6446 W FOOTHILL BLVD,130433,7,DUANE JOHNSON,I,II-N,COMMERCIAL,Code: CNA,50,76,3800,38369
Los Angeles,6736 W FOOTHILL BLVD,204384,7,DUANE JOHNSON,I,V,COMMERCIAL,Code: CNA,0,0,0,39258
Los Angeles,8040 W FOOTHILL BLVD,125018,7,DUANE JOHNSON,I,V,COMMERCIAL,Code: CNA,450,200,90000,38306
Los Angeles,8440 W FOOTHILL BLVD,671706,7,DUANE JOHNSON,I,V,SCHOOL,Code: CNA,0,0,0,42032
Los Angeles,8527 W FOOTHILL BLVD,693507,7,DUANE JOHNSON,I,V,COMMERCIAL,Code: CNA,0,0,0,42243
Los Angeles,8668 W FOOTHILL BLVD,677673,7,DUANE JOHNSON,I,V,COMMERCIAL,Code: CNA,0,0,0,42108
Los Angeles,9967 W FOOTHILL BLVD,660807,7,DUANE JOHNSON,I,*****,SFD,Code: CNA,0,0,0,41932
Los Angeles,12744 W FOOTHILL BLVD,434594,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,40886
Los Angeles,14920 W FOOTHILL BLVD,251741,7,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,39868
Los Angeles,6711 E FORTUNE PL,230262,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,0,0,0,39632
Los Angeles,7070 W FRANKLIN AVE,214067,13,ROBERT WOOD,II,*****,APT,Code: CNA,0,0,0,39428
Los Angeles,5536 N FULCHER AVE,661460,2,DUANE JOHNSON,I,V,DUPLEX,Code: CNA,0,0,0,41939
Los Angeles,5536 N FULCHER AVE,661463,2,DUANE JOHNSON,I,V,DUPLEX,Code: CNA,0,0,0,41939
Los Angeles,5188 N GAYNOR AVE,659678,5,RICHARD SIMONS,I,V,SFD,Code: CNA,40,60,2400,41920
Los Angeles,7340 N GENESTA AVE,637010,6,RICHARD SIMONS,I,*****,SFD,Code: CNA,0,0,0,41842
Los Angeles,3095 N GEORGE ST,369314,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,30,45,1350,40246
Los Angeles,17168 W GERMAIN ST,687566,12,RICHARD SIMONS,I,V,SFD,Code: CNA,35,95,3325,42194
Los Angeles,7812 N GEYSER AVE,677543,3,RICHARD SIMONS,I,V,SFD,Code: CNA,25,50,1250,42107
Los Angeles,8431 N GEYSER AVE,172991,12,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,38846
Los Angeles,14541 W GILMORE ST,505946,6,RICHARD SIMONS,I,V,COMMERCIAL,Code: CNA,35,150,5250,41479
Los Angeles,16433 W GLEDHILL ST,486215,12,ROBERT WOOD,I,V,SFD,Code: CNA,30,50,1500,41255
Los Angeles,1750 N GLENDALE BLVD,389515,13,JEFFREY CORPUZ,II,V,COMMERCIAL,Code: CNA,19,56,1064,40424
Los Angeles,11121 N GLENOAKS BLVD,671703,7,DUANE JOHNSON,I,V,APT,Code: CNA,0,0,0,42032
Los Angeles,11508 N GLENOAKS BLVD,505578,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41477
Los Angeles,11673 N GLENOAKS BLVD,666478,7,DUANE JOHNSON,I,III,COMMERCIAL,Code: CNA,0,0,0,41967
Los Angeles,2398 N GLOAMING WAY,678527,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,42121
Los Angeles,4550 N GLORIA AVE,135952,5,RICHARD SIMONS,I,V,SFD,Code: CNA,128,65,8320,38440
Los Angeles,4831 N GLORIA AVE,198522,5,RICHARD SIMONS,I,V,SFD,Code: CNA,25,35,875,39177
Los Angeles,13186 W GOLETA ST,485000,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41242
Los Angeles,4139 N GREENBUSH AVE,243734,4,RICHARD SIMONS,I,V,SFD,Code: CNA,35,45,1575,39806
Los Angeles,4144 N GREENBUSH AVE,243735,4,RICHARD SIMONS,I,V,SFD,Code: CNA,25,35,875,39806
Los Angeles,3124 N GRIFFIN AVE,215959,1,JEFFREY CORPUZ,III,V,SFD,Code: CNA,0,0,0,39471
Los Angeles,2901 S GRIFFITH AVE,563519,9,JEFFREY CORPUZ,II,V,COMMERCIAL,Code: CNA,42,30,1260,41729
Los Angeles,7716 W GROVE ST,232632,7,DUANE JOHNSON,I,V,SFD,Code: CNA,45,45,2025,39673
Los Angeles,924 N GULF AVE,696385,15,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,42278
Los Angeles,924 N GULF AVE,696516,15,JOHN STEPHENS,III,*****,SFD,Code: CNA,0,0,0,42278
Los Angeles,3409 S GURNARD AVE,682670,15,JOHN STEPHENS,III,V,SFD,Code: CNA,40,45,1800,42153
Los Angeles,9186 N HADDON AVE,644123,6,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41849
Los Angeles,4032 S HALLDALE AVE,180986,8,TIM FONG,II,V,SFD,Code: CNA,0,0,0,38992
Los Angeles,17032 W HALSEY ST,698429,12,RICHARD SIMONS,I,V,SFD,Code: CNA,35,50,1750,42298
Los Angeles,6114 S HARCOURT AVE,571291,8,ROBERT WOOD,III,V,SFD,Code: CNA,35,35,1225,41744
Los Angeles,15322 W HART ST,692628,6,RICHARD SIMONS,I,V,SFD,Code: CNA,35,50,1750,42236
Los Angeles,18319 W HART ST,496862,3,RICHARD SIMONS,I,V,SFD,Code: CNA,35,35,1225,41388
Los Angeles,17020 W HARTLAND ST,423312,6,RICHARD SIMONS,I,V,SFD,Code: CNA,30,40,1200,40738
Los Angeles,1101 S HARVARD BLVD,393668,10,TIM FONG,II,V,APT,Code: CNA,0,0,0,40448
Los Angeles,1115 S HARVARD BLVD,386131,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40361
Los Angeles,1740 S HARVARD BLVD,563962,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,41724
Los Angeles,8144 N HASKELL AVE,679271,6,RICHARD SIMONS,I,*****,COMMERCIAL,Code: CNA,135,180,24300,42130
Los Angeles,9320 N HASKELL AVE,516018,12,RICHARD SIMONS,I,V,SFD,Code: CNA,60,80,4800,41561
Los Angeles,7117 W HAWTHORN AVE,475604,4,TIM FONG,II,*****,SFD,Code: CNA,0,0,0,41129
Los Angeles,17601 W HAYNES ST,375283,6,RICHARD SIMONS,I,V,SFD,Code: CNA,30,55,1650,40288
Los Angeles,166 S HAYWORTH AVE,679046,5,ALEXANDER MOFFAT,II,*****,,Code: GEN-C,0,0,0,
Los Angeles,9147 N HAZELTINE AVE,667459,6,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,41970
Los Angeles,11352 W HENDLEY DR,669794,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42003
Los Angeles,5129 N HERMOSA AVE,385298,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,36,50,1800,40368
Los Angeles,3029 S HILLCREST DR,430973,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40835
Los Angeles,10555 N HILLHAVEN AVE,421666,7,DUANE JOHNSON,I,V,DUPLEX,Code: CNA,0,0,0,40721
Los Angeles,10557 N HILLHAVEN AVE,423142,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,40735
Los Angeles,10557 N HILLHAVEN AVE,423142,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41809
Los Angeles,2205 S HOBART BLVD,632105,8,TIM FONG,II,V,SFD,Code: CNA,0,0,0,41835
Los Angeles,2217 S HOBART BLVD,632188,8,TIM FONG,II,V,APT,Code: CNA,0,0,0,41835
Los Angeles,8779 S HOBART BLVD,218566,8,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,39521
Los Angeles,2886 N HOLLYRIDGE DR,422679,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,40730
Los Angeles,5310 W HOLLYWOOD BLVD,405363,13,DUANE JOHNSON,II,V,RESTAURANT,Code: CNA,0,0,0,40582
Los Angeles,5544 W HOLLYWOOD BLVD,663932,13,TIM FONG,II,*****,COMMERCIAL,Code: CNA,0,0,0,41949
Los Angeles,5552 W HOLLYWOOD BLVD,663937,13,TIM FONG,II,III,COMMERCIAL,Code: CNA,0,0,0,41949
Los Angeles,5750 W HOLLYWOOD BLVD,582347,13,TIM FONG,II,III,COMMERCIAL,Code: CNA,0,0,0,41760
Los Angeles,5959 W HOLLYWOOD BLVD,102817,13,DUANE JOHNSON,II,III,COMMERCIAL,Code: CNA,80,100,8000,36937
Los Angeles,4319 S HOOVER ST,652495,9,JEFFREY CORPUZ,II,V,COMMERCIAL,Code: CNA,20,36,720,41869
Los Angeles,1130 S HOPE ST,101696,14,JEFFREY CORPUZ,II,III,APT,Code: CNA,56,149,8344,35604
Los Angeles,214 E HORIZON AVE,369440,11,ROBERT WOOD,II,V,SFD,Code: CNA,28,35,980,40248
Los Angeles,13878 W HUBBARD ST,689501,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42214
Los Angeles,1159 W HUNTLEY DR,669171,1,JEFFREY CORPUZ,II,II-FR,PARKING LOT,Code: CNA,0,0,0,41984
Los Angeles,11304 W HUSTON ST,402104,2,DUANE JOHNSON,I,V,DUPLEX,Code: CNA,0,0,0,40519
Los Angeles,3118 E ISABEL DR,102426,1,JEFFREY CORPUZ,III,V,SFD,Code: CNA,20,25,500,35669
Los Angeles,3118 E ISABEL DR,102426,1,JEFFREY CORPUZ,III,V,SFD,Code: CNA,20,25,500,39111
Los Angeles,10903 N JAMIE AVE,678781,7,ALEXANDER MOFFAT,I,*****,,Code: GEN-S,0,0,0,
Los Angeles,7412 N JAMIESON AVE,339688,3,RICHARD SIMONS,I,V,SFD,Code: CNA,35,50,1750,40149
Los Angeles,1010 E JEFFERSON BLVD,294805,9,JEFFREY CORPUZ,II,*****,COMMERCIAL,Code: CNA,0,0,0,40011
Los Angeles,12646 N JIMENO AVE,380576,12,RICHARD SIMONS,I,V,SFD,Code: CNA,60,65,3900,40330
Los Angeles,2621 N JOHNSTON ST,107843,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,40,45,1800,38135
Los Angeles,3029 N JOHNSTON ST,229020,1,JEFFREY CORPUZ,III,V,SFD,Code: CNA,0,0,0,39615
Los Angeles,627 N JUANITA AVE,525326,13,JEFFREY CORPUZ,II,V,SFD,Code: CNA,30,48,1440,41624
Los Angeles,252 S JUNE ST,367787,4,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40240
Los Angeles,11534 W KAGEL CANYON ST,661171,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41934
Los Angeles,8857 N KATHERINE AVE,675088,6,RICHARD SIMONS,I,V,SFD,Code: CNA,30,30,900,42074
Los Angeles,13360 W KELOWNA ST,535041,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41667
Los Angeles,7327 N KESTER AVE,693630,6,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,42244
Los Angeles,9155 N KESTER AVE,676786,6,RICHARD SIMONS,I,V,SFD,Code: CNA,45,45,2025,42087
Los Angeles,12136 W KESWICK ST,412406,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,40647
Los Angeles,12136 W KESWICK ST,428206,2,DUANE JOHNSON,I,V,OTHER,Code: CNA,0,0,0,40807
Los Angeles,19124 W KESWICK ST,596121,3,RICHARD SIMONS,I,V,SFD,Code: CNA,30,50,1500,41794
Los Angeles,14715 W KILLION ST,542639,4,RICHARD SIMONS,I,V,SFD,Code: CNA,30,30,900,41689
Los Angeles,8216 W KIRKWOOD DR,694695,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,42256
Los Angeles,11639 W KITTRIDGE ST,472027,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41094
Los Angeles,10198 W LA CANADA WAY,478591,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41172
Los Angeles,714 N LA JOLLA AVE,214160,5,DUANE JOHNSON,II,V,DUPLEX,Code: CNA,35,40,1400,39429
Los Angeles,11659 W LA MAIDA ST,204742,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,39262
Los Angeles,2921 S LA SALLE AVE,671753,8,TIM FONG,II,V,DUPLEX,Code: CNA,0,0,0,42033
Los Angeles,7420 S LA TIJERA BLVD,677789,11,ROBERT WOOD,III,*****,,Code: CNA,0,0,0,42121
Los Angeles,18635 W LANARK ST,702849,12,RICHARD SIMONS,I,V,SFD,Code: CNA,30,36,1080,42332
Los Angeles,10421 N LAS LUNITAS AVE,273290,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,39930
Los Angeles,10465 N LAS LUNITAS AVE,99207,7,DUANE JOHNSON,I,V,SFD,Code: CNA,30,40,1200,37806
Los Angeles,22248 W LASSEN ST,438673,12,RICHARD SIMONS,I,V,SFD,Code: CNA,25,50,1250,40905
Los Angeles,6224 N LAUREL CANYON BLVD,424447,2,DUANE JOHNSON,I,V,COMMERCIAL,Code: CNA,0,0,0,40752
Los Angeles,6261 N LAUREL CANYON BLVD,692219,2,DUANE JOHNSON,I,II-N,COMMERCIAL,Code: CNA,0,0,0,42233
Los Angeles,8174 W LAURELMONT DR,506769,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,41492
Los Angeles,11909 W LAURELWOOD DR,450117,2,DUANE JOHNSON,I,V,APT,Code: CNA,0,0,0,40968
Los Angeles,1143 N LAVETA TER,290216,1,JEFFREY CORPUZ,II,*****,SFD,Code: CNA,0,0,0,39968
Los Angeles,8113 N LEMONA AVE,698685,6,RICHARD SIMONS,I,V,SFD,Code: CNA,35,35,1225,42303
Los Angeles,5627 N LEMP AVE,695277,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42264
Los Angeles,7515 N LEMP AVE,670431,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42019
Los Angeles,7800 N LINDLEY AVE,688276,12,RICHARD SIMONS,I,V,SFD,Code: CNA,25,40,1000,42202
Los Angeles,420 E LINNIE CL,253325,11,ROBERT WOOD,II,V,SFD,Code: CNA,0,0,0,39878
Los Angeles,2315 W LOMA VISTA PL,204756,13,JEFFREY CORPUZ,II,V,SFD,Code: CNA,0,0,0,39262
Los Angeles,8045 N LONGRIDGE AVE,98800,2,DUANE JOHNSON,I,V,SFD,Code: CNA,70,36,2520,38068
Los Angeles,8045 N LONGRIDGE AVE,98800,2,DUANE JOHNSON,I,V,SFD,Code: CNA,70,36,2520,40155
Los Angeles,5863 S LOS ANGELES ST,676389,9,ALEXANDER MOFFAT,III,*****,COMMERCIAL,Code: CNA,0,0,0,42088
Los Angeles,5158 N LOUISE AVE,252932,5,RICHARD SIMONS,I,V,SFD,Code: CNA,40,60,2400,39876
Los Angeles,13735 W LOUVRE ST,675432,7,DUANE JOHNSON,I,*****,SFD,Code: CNA,0,0,0,42080
Los Angeles,13739 W LOUVRE ST,675439,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42080
Los Angeles,10817 W LULL ST,432092,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,40854
Los Angeles,15754 W MAGNOLIA BLVD,674927,5,RICHARD SIMONS,I,V,SFD,Code: CNA,55,65,3575,42069
Los Angeles,10919 S MAIN ST,671800,8,JOHN STEPHENS,III,*****,,Code: CNA,0,0,0,42041
Los Angeles,234 E MANCHESTER AVE,374527,9,JOHN STEPHENS,III,*****,COMMERCIAL,Code: CNA,0,0,0,40298
Los Angeles,234 E MANCHESTER AVE,374527,9,JOHN STEPHENS,III,*****,COMMERCIAL,Code: CNA,0,0,0,42312
Los Angeles,1947 S MANNING AVE,404655,5,ROBERT WOOD,II,V,SFD,Code: CNA,35,60,2100,40575
Los Angeles,8101 N MARCH AVE,512253,12,RICHARD SIMONS,I,V,SFD,Code: CNA,45,45,2025,41533
Los Angeles,3742 W MARTIN LUTHER KING BLVD,501911,10,ROBERT WOOD,II,*****,COMMERCIAL,Code: CNA,60,140,8400,41443
Los Angeles,3910 W MARTIN LUTHER KING  BLVD,242060,10,ROBERT WOOD,II,III,COMMERCIAL,Code: CNA,44,229,10076,39779
Los Angeles,6900 N MCLENNAN AVE,187790,6,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,39098
Los Angeles,8128 N MCNULTY AVE,692060,3,RICHARD SIMONS,I,V,SFD,Code: CNA,35,45,1575,42230
Los Angeles,4857 W MELROSE AVE,458659,13,TIM FONG,II,V,RESTAURANT,Code: CNA,65,50,3250,41012
Los Angeles,5650 N MELVIN AVE,188492,3,RICHARD SIMONS,I,V,SFD,Code: CNA,35,45,1575,39108
Los Angeles,8947 N MERCEDES AVE,403002,6,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,40534
Los Angeles,4129 E MERCURY AVE,389173,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,27,30,810,40417
Los Angeles,847 N MERWIN ST,676275,13,JEFFREY CORPUZ,II,V,DUPLEX,Code: CNA,45,50,2250,42090
Los Angeles,428 N MESA ROAD,490768,11,ROBERT WOOD,II,V,SFD,Code: CNA,25,40,1000,41338
Los Angeles,310 E MILDRED AVE,478391,11,ROBERT WOOD,II,V,SFD,Code: CNA,34,24,816,41170
Los Angeles,1083 N MILWAUKEE AVE,203718,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,0,0,0,39247
Los Angeles,1360 S MIRASOL ST,694442,14,JEFFREY CORPUZ,I,III,COMMERCIAL,Code: CNA,0,0,0,42256
Los Angeles,5130 E MONTE VISTA ST,102491,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,23,47,1081,37663
Los Angeles,504 E MONTECITO DR,257375,1,JEFFREY CORPUZ,III,*****,SFD,Code: CNA,0,0,0,39898
Los Angeles,13068 W MONTFORD ST,678778,7,ALEXANDER MOFFAT,I,*****,,Code: GEN-N,0,0,0,
Los Angeles,8541 N MOREHART AVE,606062,6,DUANE JOHNSON,I,V,,Code: CNA,0,0,0,41803
Los Angeles,11027 W MORRISON ST,380755,2,DUANE JOHNSON,I,*****,DUPLEX,Code: CNA,0,0,0,40331
Los Angeles,10324 N MT GLEASON AVE,243314,7,DUANE JOHNSON,I,V,DUPLEX,Code: CNA,0,0,0,39799
Los Angeles,10324 N MT GLEASON AVE,504972,7,DUANE JOHNSON,I,V,,Code: CNA,0,0,0,41472
Los Angeles,8017 W MULHOLLAND DR,202033,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,39225
Los Angeles,22255 W MULHOLLAND DR,395465,3,RICHARD SIMONS,I,V,SFD,Code: CNA,30,45,1350,40465
Los Angeles,332 W MUSEUM DR,211300,1,JEFFREY CORPUZ,III,V,SFD,Code: CNA,33,30,990,39386
Los Angeles,1915 N MYRA AVE,482565,4,JEFFREY CORPUZ,II,V,SFD,Code: CNA,42,56,2352,41215
Los Angeles,1727 S NEW ENGLAND ST,699675,1,JEFFREY CORPUZ,II,V,SFD,Code: CNA,30,60,1800,42311
Los Angeles,1727 S NEW ENGLAND ST,699676,1,JEFFREY CORPUZ,II,V,SFD,Code: CNA,26,35,910,42311
Los Angeles,1716 N NICHOLS CANYON ROAD,443697,4,DUANE JOHNSON,II,V,,Code: CNA,0,0,0,40946
Los Angeles,14935 W NORA PL,513098,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41540
Los Angeles,115 S NORMANDIE AVE,541967,10,TIM FONG,II,V,DUPLEX,Code: CNA,0,0,0,41682
Los Angeles,20815 S NORMANDIE AVE,389612,13,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,40626
Los Angeles,20821 S NORMANDIE AVE,410242,15,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,40626
Los Angeles,70 E NORTH VENICE BLVD,217840,11,ROBERT WOOD,II,V,MIXED USE,Code: CNA,0,0,0,39511
Los Angeles,5054 E O'SULLIVAN DR,503529,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,25,65,1625,41465
Los Angeles,552 N OLEANDER DR,389424,14,JEFFREY CORPUZ,I,V,DUPLEX,Code: CNA,40,48,1920,40424
Los Angeles,2500 N ONYX DR,206743,1,ALEXANDER MOFFAT,I,V,SFD,Code: CNA,0,0,0,39288
Los Angeles,2602 S ORANGE DR,483668,10,TIM FONG,II,V,COMMERCIAL,Code: CNA,0,0,0,41228
Los Angeles,7900 N OSTROM AVE,677685,6,RICHARD SIMONS,I,V,SFD,Code: CNA,25,35,875,42109
Los Angeles,106 N OXFORD AVE,363592,10,TIM FONG,II,V,DUPLEX,Code: CNA,0,0,0,40234
Los Angeles,10523 S PACE AVE,554733,15,JOHN STEPHENS,III,*****,,Code: CNA,0,0,0,41712
Los Angeles,1012 W PAPEETE ST,675241,15,JOHN STEPHENS,III,*****,SFD,Code: CNA,0,0,0,42079
Los Angeles,2667 N PARADISE DR,149142,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,37,53,1961,38607
Los Angeles,115 E PARK PL,676811,11,ROBERT WOOD,II,V,SFD,Code: CNA,0,0,0,42111
Los Angeles,18137 W PARTHENIA ST,702556,12,RICHARD SIMONS,I,V,SFD,Code: CNA,35,35,1225,42328
Los Angeles,19730 W PARTHENIA ST,687787,3,RICHARD SIMONS,I,V,SFD,Code: CNA,40,50,2000,42199
Los Angeles,8740 N PASO ROBLES AVE,445708,12,RICHARD SIMONS,I,V,SFD,Code: CNA,45,45,2025,40953
Los Angeles,739 S PATTON AVE,640098,15,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,41844
Los Angeles,13880 W PAXTON ST,585370,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41768
Los Angeles,6938 N PEACH AVE,385326,6,RICHARD SIMONS,I,V,SFD,Code: CNA,20,60,1200,40365
Los Angeles,2862 N PHELPS AVE,211781,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,0,0,0,39378
Los Angeles,1519 E PLEASANT AVE,527571,14,JEFFREY CORPUZ,I,V,HOTEL/MOTEL,Code: CNA,35,55,1925,41640
Los Angeles,1568 S POINT VIEW ST,663007,10,ROBERT WOOD,II,V,SFD,Code: CNA,35,55,1925,41948
Los Angeles,14950 W POLK ST,216586,7,RICHARD SIMONS,I,V,SFD,Code: CNA,25,30,750,39484
Los Angeles,17919 W PORTO MARINA WAY,208373,11,ROBERT WOOD,II,*****,SFD,Code: CNA,0,0,0,39317
Los Angeles,3555 S POTOMAC AVE,490778,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,41324
Los Angeles,3604 E PRIMAVERA AVE,290222,1,JEFFREY CORPUZ,III,*****,SFD,Code: CNA,0,0,0,39968
Los Angeles,3608 E PRIMAVERA AVE,290223,1,JEFFREY CORPUZ,III,*****,SFD,Code: CNA,0,0,0,39968
Los Angeles,3614 E PRIMAVERA AVE,290226,1,JEFFREY CORPUZ,III,*****,SFD,Code: CNA,0,0,0,39968
Los Angeles,6659 N RADFORD AVE,571309,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41744
Los Angeles,12477 W RAJAH ST,481745,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41205
Los Angeles,252 S RAMPART BLVD,101818,13,JEFFREY CORPUZ,II,V,SFD,Code: CNA,38,64,2432,38005
Los Angeles,668 S RAPALLO AVE,679362,15,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,42130
Los Angeles,17742 W RAYEN ST,99565,12,RICHARD SIMONS,I,V,SFD,Code: CNA,75,45,3375,36459
Los Angeles,18720 W REDWING ST,657408,3,RICHARD SIMONS,I,V,SFD,Code: CNA,45,60,2700,41880
Los Angeles,10012 N RESEDA BLVD,677956,12,ALEXANDER MOFFAT,I,*****,,Code: GEN-N,0,0,0,
Los Angeles,9006 N RHEA AVE,339295,12,RICHARD SIMONS,I,V,SFD,Code: CNA,40,40,1600,40142
Los Angeles,6649 N RHODES AVE,243237,2,DUANE JOHNSON,I,V,APT,Code: CNA,0,0,0,39798
Los Angeles,1278 N RICARDO ST,693111,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,25,40,1000,42247
Los Angeles,18860 W RINGLING ST,256097,3,RICHARD SIMONS,I,*****,SFD,Code: CNA,0,0,0,39891
Los Angeles,11716 W RIVERSIDE DR,188752,2,DUANE JOHNSON,I,V,SFD,Code: CNA,30,30,900,39118
