PropertyID,OccupancyType,Building,Address,City,State,Zip,Contact,ContactTel,RevisedDate,LastCarrier,InspectionDate,BRepCostNew,BSquareFoot,CRepCostNew,ParkSquareFoot,ParkSubStructure,ValuationDate,WallType,Heating,Cooling,RoofMaterial,Passenger,Freight,CommerciallyInsured,FEMAGrant,FEMARef,GrantDateRec,FEMAAmt,PropertySold,SoldDate,PropertyActive,ActiveDate,InactiveDate,MICLA,MICLADate,YearBuilt,StoriesNo,BuildingSF,ParkingSF,MFireAlarm,AFireAlarm,Sprinkler,Fully,Partial,EntryAlarm,ProtectionClass,Notes,UserID,InputDate,LossControlReport,AppraisalReport
P00157,Fire Station,Fire Station 19,12229 Sunset Blvd,Los Angeles,CA,90049,Community Liaison Officer,213-485-58,3/12/15 0:00,XL American,3/1/15 0:00,772650,164,0,164,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/1/49 0:00,NULL,N,NULL,1949,2,4576,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American         ,sbiggs,6/24/15 15:27,N,N
P00216,Parking Garage,DOT Parking Structure #690,12229 Ventura Blvd,Los Angeles,CA,91604,Rene Sagles,2139788464,3/12/15 0:00,XL American,3/1/15 0:00,12122110,80,0,80,11766754,3/1/15 0:00,Concrete,N,N,NULL,Y,N,Y,N,NULL,NULL,0,NULL,NULL,Y,11/1/04 0:00,NULL,N,NULL,2004,4,0,148590,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American                   ,sbiggs,6/24/15 15:38,N,N
P00311,Library,Valley Plaza Branch Library,12311 Vanowen Street,North Hollywood,CA,91605,Cheryl Collins,3105487785,8/27/12 0:00,NULL,8/17/12 0:00,2226000,212,0,212,0,8/27/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,10500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:06,N,N
P00115,Police Station,Venice Police Station,12312 Culver Blvd.,Venice,CA,90066,BJ Fulkerson,213-485-5849,5/15/15 0:00,XL American,3/1/15 0:00,4403487,160,1430330,160,0,3/1/15 0:00,Metal / Steel Frame,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/74 0:00,NULL,N,NULL,1974,2,26700,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American         ,sbiggs,5/18/15 11:13,N,N
P00327,Multi-Purpose Bldg,Harbor Park Golf Complex,1235 N. Figueroa Place,Wilmington,CA,90744,James Ward,8182461243,11/8/12 0:00,NULL,10/24/12 0:00,900000,201,0,201,0,10/24/12 0:00,Concrete Block,Y,Y,Wood,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,NULL,2,4486,0,Y,Y,Y,Y,NULL,Y,NULL,"Property Data obtained from Department of Recreation and Parks, James Ward. Refer to Golf Complex's Rental Value Entry.   ",sbiggs,2/15/13 14:00,N,N
P00133,Fire Station,Fire Station 27,1237 N. Cole Avenue,Los Angeles,CA,NULL,David Paschal,2139289517,3/12/15 0:00,XL American,3/1/15 0:00,7726500,436,0,436,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,7/10/92 0:00,NULL,N,NULL,1992,2,17196,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American   ,sbiggs,6/24/15 15:22,N,N
P00171,Fire Station,Fire Station 38,124 E. I Street,Los Angeles,CA,90744,Community Liaison Officer,2139783810,1/7/11 0:00,NULL,NULL,1439136,152,0,152,0,1/7/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/31/48 0:00,NULL,N,NULL,1948,2,9468,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:43,N,N
P00364,Library,Westwood Branch Library,1246 Glendon Ave,Los Angeles,CA,90024,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,NULL,212,NULL,212,NULL,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/05 0:00,NULL,N,NULL,2005,2,12500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/10/13 15:35,N,N
P00098,Pump Station,Pump Station 690,1251 Anchorage Rd,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,172698,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1976,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,7/17/14 10:46,N,N
P00307,Library,Studio City Branch Library,12511 Moorpark Street,Studio City,CA,91604,Cheryl Collins,3105487785,8/9/12 0:00,NULL,8/9/12 0:00,2438000,212,0,212,0,8/9/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/01 0:00,NULL,N,NULL,2001,1,11500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:04,N,N
P00208,Fire Station,Fire Station 108,12520 Mulholland Dr,Los Angeles,CA,90210,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,767600,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,2/7/63 0:00,NULL,N,NULL,1963,2,5050,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:09,N,N
P00020,Police Station,Foothill Police Station,12732 Osbourne Street,Pacoima,CA,91331,Dan Eason,213-978-7227,5/15/15 0:00,XL American,5/15/15 0:00,537040,160,1741038,160,0,3/1/14 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/62 0:00,NULL,N,NULL,1962,2,32500,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American    ,sbiggs,6/24/15 14:11,N,N
P00077,Pump Station,Pump Station 655,12921 W Jefferson Blvd,Los Angeles,CA,90066,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,2249957,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1964,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:58,N,N
P00129,Parking Garage,Parking Lot,1300 Electric Avenue,Venice Beach,CA,NULL,BJ Fulkerson,2134855849,3/12/15 0:00,XL American,3/1/15 0:00,103020,0,0,0,0,3/1/15 0:00,NULL,N,N,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,NULL,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - XL American     ,sbiggs,6/24/15 14:40,N,N
P00299,Library,Wilmington Branch Library,1300 N. Avalon Blvd,Wilmington,CA,90744,Cherly Collins,3105481185,7/25/12 0:00,NULL,7/19/12 0:00,2289600,212,0,212,0,7/25/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/88 0:00,NULL,N,NULL,1988,1,10800,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,1/17/13 15:01,N,N
P00274,Fire Station,Fire Station 98,13035 Van Nuys Blvd,Pacoima,CA,91331,Community Liaison Officer,8183521504,11/30/11 0:00,NULL,11/30/11 0:00,1444912,152,0,152,0,11/30/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/29/60 0:00,NULL,N,NULL,1960,2,9506,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:44,N,N
P00275,Fire Station,Fire Station 102,13200 Burbank Blvd,Van Nuys,CA,91401,Community Liaison Officer,8183521504,11/30/11 0:00,NULL,11/30/11 0:00,870352,152,0,152,0,11/30/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/3/62 0:00,NULL,U,NULL,1962,1,5726,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:44,N,N
P00262,Fire Station,Fire Station 85,1331 W. 253rd St.,Harbor City,CA,90710,Community Liaison Officer,2139783810,11/4/11 0:00,NULL,NULL,1433360,152,0,152,0,11/4/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,4/15/80 0:00,NULL,N,NULL,1980,2,9430,0,Y,Y,Y,Y,NULL,Y,NULL,    ,sbiggs,2/15/13 13:41,N,N
P00148,Fire Station,Fire Station 10,1335 S. Olive St,Los Angeles,CA,90015,Community Liaison Officer,2139783810,3/12/15 0:00,XL American,3/1/15 0:00,1236240,107,0,107,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,12/26/51 0:00,NULL,N,NULL,1951,2,11263,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American        ,sbiggs,6/24/15 15:32,N,N
P00230,Offices / Training Facility,Childhelp Inc,1345 N. El Centro Avenue,Hollywood,CA,90028,Chris Rajapakse,8183521504,8/2/11 0:00,NULL,8/2/11 0:00,1293052,157,0,157,0,8/3/11 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/87 0:00,NULL,N,NULL,1987,2,8236,0,N,N,N,N,NULL,Y,NULL,     ,sbiggs,2/14/13 15:17,N,U
P00165,Fire Station,Old Fire Station 27,1355 Cahuenga Ave.,Los Angeles,CA,90028,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,2777040,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/1/30 0:00,NULL,N,NULL,1930,1,18270,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 16:04,N,N
P00085,Pump Station,Pump Station 675,1357 Pacific Coast Hwy,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,259578,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1968,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:42,N,N
P00304,Library,Pacoima Branch Library,13605 Van Nuys Blvd,Pacoima,CA,91331,Cheryl Collins,3105487785,8/3/12 0:00,NULL,8/2/12 0:00,2395600,212,0,212,0,8/3/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/02 0:00,NULL,N,NULL,2002,1,11300,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:03,N,N
P00026,Police Station,Hollywood Police Station,1401 N. Wilcox Ave.,Hollywood,CA,90028,David Paschal,213-928-9517,5/15/15 0:00,XL American,5/15/15 0:00,5785603,832,1928534,832,0,5/15/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/68 0:00,NULL,N,NULL,1968,1,6750,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American        ,sbiggs,6/24/15 14:15,N,N
P00178,Fire Station,Fire Station 44,1410 Cypress Ave.,Los Angeles,CA,90065,Community Liaison Officer,2139783810,1/7/11 0:00,NULL,NULL,1047584,152,0,152,0,1/7/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,11/2/87 0:00,NULL,N,NULL,1987,2,6892,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:45,N,N
P00336,Library,Echo Park Branch Library,1410 W. Temple Street,Los Angeles,CA,90026,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,3719116,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/97 0:00,NULL,N,NULL,1997,1,17543,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 14:08,N,N
P00146,Fire Station,Fire Station 7,14123 Nordoff St,Arleta,CA,91331,Community Liaison Officer,213-978381,12/14/10 0:00,NULL,NULL,485640,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1950,2,3195,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 15:39,N,N
P00266,Fire Station,Old Fire Station 81,14123 Nordoff St,Arleta,CA,91331,Community Liaison Officer,2139783810,11/10/11 0:00,NULL,NULL,485640,152,0,152,0,11/10/11 0:00,Wood Frame,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/18/50 0:00,NULL,N,NULL,1950,1,3195,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:39,N,N
P00282,Fire Station,Fire Station 101,1414 25th Street,San Pedro,CA,90732,Community Liaison Officer,2139783810,12/15/11 0:00,NULL,12/14/11 0:00,872480,152,0,152,0,12/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,3/18/62 0:00,NULL,N,NULL,1962,2,5740,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:48,N,N
P00281,Fire Station,Fire Station 99,14145 Mulholland Dr.,Los Angeles,CA,90210,Community Liaison Officer,8183521504,12/15/11 0:00,NULL,12/14/11 0:00,1464064,152,0,152,0,12/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,2/7/63 0:00,NULL,N,NULL,1963,2,9632,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:48,N,N
P00306,Library,Sherman Oaks Branch Library,14245 Moorpark Street,Sherman Oaks,CA,91423,Cheryl Collins,3105487785,8/9/12 0:00,NULL,8/9/12 0:00,2650000,212,0,212,0,8/9/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/03 0:00,NULL,N,NULL,2003,2,12500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:04,N,N
P00114,Parking Garage,Van Nuys HQ Parking Structure,14320 W. Sylvan St.,Van Nuys,CA,91411,Dan Eason,213-978-7227,5/15/15 0:00,XL American,5/15/15 0:00,7392715,54,0,54,0,5/15/15 0:00,Concrete Block,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/70 0:00,NULL,N,NULL,1970's,3,133000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American         ,sbiggs,6/24/15 14:22,N,N
P00305,Library,Panorama City Branch Library,14345 Roscoe Blvd,Panorama City,CA,91402,Cheryl Collins,3105487785,8/3/12 0:00,NULL,8/2/12 0:00,2650000,212,0,212,0,8/3/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/99 0:00,NULL,N,NULL,1999,1,12500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:03,N,N
P00227,Fire Station,Fire Station 81,14355 Arminta Street,Panorama City,CA,91402,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,9082000,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,3/19/07 0:00,NULL,N,NULL,2007,2,53750,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:38,N,N
P00174,Fire Station,Fire Station 41,1439 N. Gardner Street,Los Angeles,CA,90046,Community Liaison Officer,2139783810,3/12/15 0:00,XL American,3/1/15 0:00,1442280,216,0,216,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/90 0:00,NULL,N,NULL,1990,2,6500,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American         ,sbiggs,6/24/15 15:28,N,U
P00172,Fire Station,Fire Station 39,14415 Sylvan Street,Van Nuys,CA,91401,Community Liaison Officer,2139783810,1/7/11 0:00,NULL,NULL,1530792,152,0,152,0,1/7/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/25/39 0:00,NULL,N,NULL,1939,2,10071,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:43,N,N
P00270,Fire Station,Fire Station 91,14430 Polk Street,Sylmar,CA,91342,Community Liaison Officer,8183521504,11/15/11 0:00,NULL,11/15/11 0:00,661960,152,0,152,0,11/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/19/56 0:00,NULL,N,NULL,1956,2,4355,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:43,N,N
P00212,Fire Station,Fire Station 111,1444 S. Seaside Ave. Berth 256,Terminal Island,CA,90731,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1026000,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/93 0:00,NULL,N,NULL,1993,2,6750,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:10,N,N
P00310,Library,Sylmar Branch Library,14561 Polk Street,Sylmar,CA,91342,Cheryl Collins,3105487785,8/27/12 0:00,NULL,8/17/12 0:00,2650000,212,0,212,0,8/27/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,12500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:05,N,N
P00103,Pump Station,Pump Station 732,14792 Pacific Coast Hwy.,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,1275000,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,2006,0,0,0,N,N,N,N,NULL,N,NULL, Property - Xl American     ,sbiggs,7/17/14 10:48,N,N
P00366,Library,Wilshire Branch Library,149 N. Saint Andrews Pl,Los Angeles,CA,9004,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,NULL,212,NULL,212,NULL,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/96 0:00,NULL,N,NULL,1996,1,6258,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/10/13 15:48,N,N
P00201,Fire Station,Fire Station 69,15045 Sunset Bl,Pacific Palisades,CA,90272,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1392320,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/15/67 0:00,NULL,N,NULL,1967,2,9160,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:06,N,N
P00031,Multi-Purpose Bldg,Lucille Roybal Youth Center,1505 E. 1st. Street,Los Angeles,CA,90019,David Paschal,213-928-9517,7/21/10 0:00,NULL,NULL,2700000,159,0,159,0,2/19/09 0:00,Concrete,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1977,1,17023,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 15:14,N,N
P00104,Pump Station,Pump Station 733,1521 1/2 W. Channel Rd,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,2002,0,0,0,N,N,N,N,NULL,N,NULL, ,sbiggs,9/21/10 12:25,N,N
P00197,Fire Station,Old Fire Station 65,1525 E. 103rd St,Los Angeles,CA,90002,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1299752,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/6/32 0:00,NULL,N,NULL,1936,2,8551,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:05,N,N
P00219,Fire Station,Fire Station 75,15345 San Fernando Mission Blvd,Mission Hills,CA,91340,Community Liaison Officer,2139783810,7/14/11 0:00,NULL,NULL,974624,152,0,152,0,7/14/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/1/60 0:00,NULL,N,NULL,1960,2,6412,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:12,N,N
P00110,Police Station,Southwest Police Station,1546 Martin Luther King Bl.,Los Angeles,CA,90062,Dan Eason,213-978-7227,5/15/15 0:00,XL American,3/1/15 0:00,5496323,160,1783894,160,0,3/1/15 0:00,Metal / Steel Frame,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/60 0:00,NULL,N,NULL,1960,2,33300,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American  ,sbiggs,5/18/15 11:16,N,N
P00191,Fire Station,Fire Station 58,1556 S. Robertson Bl,Los Angeles,CA,90035,Community Liaison Officer,2139783810,3/12/15 0:00,XL American,3/1/15 0:00,875670,131,0,131,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,8/26/49 0:00,NULL,N,NULL,1949,2,6528,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American           ,sbiggs,6/24/15 15:35,N,N
P00059,Pump Station,Pump Station 622,15622 Cabrito Road,Van Nuys,CA,91406,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1968,2,0,0,N,N,N,N,NULL,N,NULL,   ,sbiggs,9/21/10 11:36,N,N
P00105,Pump Station,Pump Station 734,15733 1/2 Pacific Coast Hwy,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,639981,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,2002,0,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American      ,sbiggs,7/10/14 15:34,N,N
P00068,Pump Station,Pump Station 634,15733 Pacific Coast Hwy,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,646380,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1959,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:44,N,N
P00073,Pump Station,Pump Station 647,1600 Main St,Venice,CA,90292,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,957946,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1927,1,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:49,N,N
P00168,Fire Station,Fire Station 35,1601 N. Hillhurst Ave.,Los Angeles,CA,90027,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,1695104,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/19/53 0:00,NULL,N,NULL,1953,2,11152,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:42,N,N
P00181,Fire Station,Fire Station 48,1601 S. Grand Ave,San Pedro,CA,90731,Community Liaison Officer,2139783810,1/13/11 0:00,NULL,NULL,1380160,152,0,152,0,1/13/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/28/87 0:00,NULL,N,NULL,1987,2,9080,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:46,N,N
P00155,Fire Station,Fire Station 17,1601 Santa Fe Ave,Los Angeles,CA,NULL,Community Liaison Officer,NULL,3/15/11 0:00,NULL,NULL,2067200,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/5/08 0:00,NULL,N,NULL,1980,2,13600,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 15:57,N,N
P00088,Pump Station,Pump Station 678,1604 Eubank,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,391435,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1961,1,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:44,N,N
P00315,Library,Fairfax Branch Library,161 S. Gardner Street,Los Angeles,CA,90036,Cheryl Collins,3105487785,8/31/12 0:00,NULL,8/30/12 0:00,2650000,212,0,212,0,8/31/12 0:00,NULL,U,U,NULL,U,U,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/05 0:00,NULL,N,NULL,2005,1,12500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:07,N,N
P00064,Pump Station,Pump Station 630,16150 Pacific Coast Hwy,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,7/21/10 0:00,XL American,3/1/10 0:00,524160,0,0,0,0,3/1/10 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,N,NULL,NULL,N,NULL,1980,NULL,0,0,N,N,N,N,NULL,N,NULL,"Pump Station Inactive per  March 27, 2009 email from the  Department of Sanitation.     ",sbiggs,7/10/14 15:32,N,N
P00316,Library,Goldwyn Hollywood Branch Library,1623 Ivar Avenue,Hollywood,CA,90028,Cheryl Collins,3105487785,10/25/12 0:00,NULL,NULL,4028000,212,0,212,0,10/28/12 0:00,Concrete Block,Y,Y,NULL,Y,Y,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/06 0:00,NULL,U,NULL,2006,2,19000,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:08,N,N
P00215,Office Bldg,Career Planning Center,1623 S. La Cienega Blvd,Los Angeles,CA,90035,LaFaye Jones,2137447321,5/27/11 0:00,NULL,5/27/11 0:00,890661,157,0,157,0,5/27/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/84 0:00,NULL,N,NULL,1984,1,5673,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/14/13 15:16,N,N
