APN,Registered Date,Property Type,Property Address,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,compiled_address,compiled_lat,compiled_lng
5016009024,01/07/2015,Single Family,1492 W 45TH ST ,90062,8,Deutsche Bank National Trust c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Safeguard,7887   Safeguard   Valley View CA 44125,877-340-0060,"90062, CA",34.00339889526367,-118.308837890625
2626006003,01/07/2015,Single Family,9815 N HADDON AVE ,91331,7,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060,"91331, CA",34.25545120239258,-118.4202880859375
2634006013,01/07/2015,Single Family,12515 W SHELDON ST ,91352,6,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91352, CA",34.2303352355957,-118.35372924804688
6003021019,01/07/2015,Single Family,1020 W 60TH PL ,90044,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90044, CA",33.95302963256836,-118.29151153564453
5061011015,01/07/2015,Multi-Family,2102 1 2 S VINEYARD AVE ,90016,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90016, CA",34.02840042114258,-118.35417938232422
6020003016,01/07/2015,Single Family,7315 S HOOVER ST ,90044,8,Selene Finance,Amy West,713-587-9723,MCS/2225,MCS Trashout,30262   Crown Valley PKWY B-228 Laguna Nigel CA 92677,866-563-1100,"90044, CA",33.95302963256836,-118.29151153564453
4006011024,01/07/2015,Single Family,6404 S 11TH AVE ,90043,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90043, CA",33.98872375488281,-118.33509063720703
4360029092,01/07/2015,Single Family,10433 W WILSHIRE BLVD ,90024,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90024, CA",34.06529235839844,-118.43501281738281
2167019034,01/07/2015,Single Family,5188 N ESCOBEDO DR ,91364,3,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"91364, CA",34.15509033203125,-118.5953369140625
5033014030,01/07/2015,Single Family,3791 S CHERRYWOOD AVE ,90008,10,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90008, CA",34.00904083251953,-118.34813690185547
2217031099,01/07/2015,Single Family,7320 N LENNOX AVE ,91406,2,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91406, CA",34.19887924194336,-118.48970031738281
5424013016,01/07/2015,Single Family,1320 N ANGELUS AVE ,90026,13,Deutsche Bank National Trust  C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90026, CA",34.07874298095703,-118.26375579833984
2231012019,01/07/2015,Single Family,6710 N RUBIO AVE ,91406,6,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91406, CA",34.19887924194336,-118.48970031738281
5001005008,01/07/2015,Single Family,928 W 53RD ST ,90037,9,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90037, CA",34.00276184082031,-118.28748321533203
2204012011,01/07/2015,Single Family,17214 W HEMMINGWAY ST ,91406,6,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91406, CA",34.19887924194336,-118.48970031738281
4248030005,01/07/2015,Single Family,3772 S GRAND VIEW BLVD ,90066,11,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90066, CA",34.00196075439453,-118.43120574951172
4247007023,01/07/2015,Single Family,3259 S ROSEWOOD AVE ,90066,11,Deutsche Bank National Trust  C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90066, CA",34.00196075439453,-118.43120574951172
2768017012,01/07/2015,Single Family,17330 W RAYEN ST ,91325,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91325, CA",34.2368049621582,-118.51820373535156
5456009007,01/07/2015,Multi-Family,2426 1 2 W AVENUE 32 ST ,90065,1,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90065, CA",34.10940933227539,-118.22795104980469
2701030038,01/07/2015,Single Family,19701 W YOSEMITE CIR ,91326,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91326, CA",34.28035354614258,-118.55609130859375
2415004038,01/07/2015,Single Family,5730 N VINELAND AVE ,91601,2,PNC MORTGAGE,MARIA CROSS,937-913-7352,ERIKA LSYANOV,ERIKA LSYANOV,19861   GREENBRIAR DR  TARZANA CA 91356,818-406-3611,"91601, CA",34.1682014465332,-118.37205505371094
2701045028,01/07/2015,Single Family,20320 W VIA ,91326,12,Bank of New York Mellon c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060,"91326, CA",34.28035354614258,-118.55609130859375
2741006008,01/07/2015,Single Family,10111 N CASABA AVE ,91311,12,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"91311, CA",34.28568649291992,-118.60453033447266
2734002010,01/07/2015,Single Family,17825 W ROMAR ST ,91325,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"91325, CA",34.2368049621582,-118.51820373535156
5006027026,01/07/2015,Single Family,5717 S 5TH AVE ,90043,8,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90043, CA",33.98872375488281,-118.33509063720703
2617001035,01/07/2015,Single Family,10149 N LEV AVE ,91331,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91331, CA",34.25545120239258,-118.4202880859375
4001010019,01/07/2015,Single Family,6120 S KINGS ROAD ,90056,11,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90056, CA",33.99330139160156,-118.37371826171875
5003006032,01/07/2015,Single Family,"1662 W 51ST PL (30.069776701000023, -90.478369633999989)",90062,8,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90062, CA",34.00339889526367,-118.308837890625
6052002034,01/07/2015,Non-Residential,9820 S MAIN ST ,90003,8,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90003, CA",33.96413803100586,-118.27391815185547
2180011013,01/07/2015,Single Family,4030 N ELLENITA AVE ,91356,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91356, CA",34.153865814208984,-118.54678344726562
5479011023,01/07/2015,Single Family,5415 E STRATFORD RD ,90042,14,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90042, CA",34.11512756347656,-118.19194793701172
5001012009,01/07/2015,Single Family,912 W 56TH ST ,90037,9,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90037, CA",34.00276184082031,-118.28748321533203
5022008001,01/07/2015,Multi-Family,1801 W VERNON AVE ,90062,8,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899,"90062, CA",34.00339889526367,-118.308837890625
4003023020,01/07/2015,Single Family,4467 W 64TH ST ,90043,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90043, CA",33.98872375488281,-118.33509063720703
5143019084,01/07/2015,Single Family,1226 W WILSHIRE BLVD ,90017,1,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060,"90017, CA",34.05308532714844,-118.26466369628906
2233023010,01/07/2015,Single Family,6427 N GAVIOTA AVE ,91406,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91406, CA",34.19887924194336,-118.48970031738281
4326035011,01/07/2015,Single Family,10574 W WILSHIRE BLVD ,90024,5,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90024, CA",34.06529235839844,-118.43501281738281
6074001002,01/07/2015,Multi-Family,10307 S MAIN ST ,90003,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90003, CA",33.96413803100586,-118.27391815185547
5127015019,01/07/2015,Single Family,2218 S WALL ST ,90011,9,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90011, CA",34.00749206542969,-118.25874328613281
7446002005,01/07/2015,Single Family,1440 W O'FARRELL ST ,90732,15,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90732, CA",33.73387145996094,-118.31293487548828
2503012011,01/07/2015,Single Family,13774 N ELDRIDGE AVE ,91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91342, CA",34.347469329833984,-118.35269165039062
2421004006,01/07/2015,Multi-Family,4932 N RIVERTON AVE ,91601,2,GREEN TREE SERVICING,JAMES PATTERSON,000-000-0000,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91601, CA",34.1682014465332,-118.37205505371094
2380018004,01/07/2015,Single Family,11301 W DONA LISA DR ,91604,2,Central Loan Administration & Reporting,Athena Santos,888-821-6452,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"91604, CA",34.13962936401367,-118.3932113647461
4332028073,01/07/2015,Single Family,1200 S CORNING ST ,90035,5,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90035, CA",34.0518684387207,-118.3838119506836
4363007165,01/07/2015,Single Family,10982 ROEBLING ,90024,5,Wells Fargo Bank c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060,"90024, CA",34.06529235839844,-118.43501281738281
2556003067,01/07/2015,Single Family,8059 W JAYSEEL ST ,91040,7,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91040, CA",34.274986267089844,-118.31769561767578
2644014038,01/07/2015,Single Family,14154 W GRUEN ST ,91331,6,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060,"91331, CA",34.25545120239258,-118.4202880859375
2606005048,01/07/2015,Single Family,17118 W SUNDERLAND DR ,91344,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91344, CA",34.29195785522461,-118.50615692138672
2502023066,01/07/2015,Single Family,14482 W FOOTHILL BLVD ,91342,7,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91342, CA",34.347469329833984,-118.35269165039062
2667010004,01/07/2015,Single Family,15918 W SAN FERNANDO MISSION BLVD ,91344,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91344, CA",34.29195785522461,-118.50615692138672
7416012012,01/07/2015,Single Family,1023 W G ST ,90744,15,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90744, CA",33.78234100341797,-118.26117706298828
2233004009,01/07/2015,Single Family,6455 N HASKELL AVE ,91406,6,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060,"91406, CA",34.19887924194336,-118.48970031738281
5078014020,01/07/2015,Multi-Family,1028 S KENMORE AVE ,90006,1,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90006, CA",34.04802703857422,-118.29409790039062
5455003028,01/07/2015,Single Family,3309 E ISABEL DR ,90065,1,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90065, CA",34.10940933227539,-118.22795104980469
2203001024,01/07/2015,Single Family,7700 N LOUISE AVE ,91406,6,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060,"91406, CA",34.19887924194336,-118.48970031738281
2504005037,01/07/2015,Single Family,14550 W BIRCHWOOD CT ,91342,7,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91342, CA",34.347469329833984,-118.35269165039062
2176028017,01/07/2015,Single Family,4807 N BREWSTER DR ,91356,3,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060,"91356, CA",34.153865814208984,-118.54678344726562
2783012032,01/07/2015,Single Family,19659 W ROSCOE BLVD ,91324,12,Wells Fargo Bank c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060,"91324, CA",34.238487243652344,-118.55023193359375
6014018021,01/07/2015,Single Family,1215 W 68TH ST ,90044,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90044, CA",33.95302963256836,-118.29151153564453
6083023012,01/07/2015,Single Family,310 E 118TH PL ,90061,15,Freedom Mortgage Corp c/o LoanCare LLC,Tara Williams,757-452-5240,REO Allegiance,Lisa Sadaoui,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,"90061, CA",33.92047882080078,-118.2740249633789
4420017004,01/07/2015,Single Family,1350 N EL HITO CIR ,90272,11,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060,"90272, CA",34.079803466796875,-118.54438018798828
2506034118,01/07/2015,Single Family,12580 N SAN FERNANDO RD ,91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91342, CA",34.347469329833984,-118.35269165039062
5020013019,01/07/2015,Multi-Family,1233 W 42ND ST ,90037,9,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90037, CA",34.00276184082031,-118.28748321533203
2510023007,01/07/2015,Single Family,13382 N WHEELER AVE ,91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91342, CA",34.347469329833984,-118.35269165039062
6053028012,01/07/2015,Multi-Family,10216 1 2 S BROADWAY ST ,90003,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90003, CA",33.96413803100586,-118.27391815185547
2023026009,01/07/2015,Single Family,22300 W LEADWELL ST ,91303,3,Select Portfolio Servicing,Code Violations,888-349-8964,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91303, CA",34.197898864746094,-118.6018295288086
2708025004,01/07/2015,Single Family,19709 W HIAWATHA ST ,91311,12,U.S. Bank National Association c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060,"91311, CA",34.28568649291992,-118.60453033447266
2263028020,01/07/2015,Single Family,14749 W MORRISON ST ,91403,4,ONE WEST BANK,LEAH COLLINS,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91403, CA",34.146663665771484,-118.46299743652344
2321014022,01/07/2015,Single Family,6904 N RADFORD AVE N ,91605,2,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899,"91605, CA",34.207027435302734,-118.40074920654297
6038008050,01/07/2015,Single Family,603 W 91ST ST ,90044,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90044, CA",33.95302963256836,-118.29151153564453
6020007018,01/07/2015,Single Family,7523 S HOOVER ST ,90044,8,"BDM Mortgage Services, Inc.",Daniel Aranda,818-708-8889,NULL,NULL,"",NULL,"90044, CA",33.95302963256836,-118.29151153564453
2747023172,01/07/2015,Single Family,9959 N JORDAN AVE ,91311,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91311, CA",34.28568649291992,-118.60453033447266
2287006022,01/07/2015,Single Family,16828 W SEVERO PL ,91436,5,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"91436, CA",34.150089263916016,-118.49427795410156
2615024006,01/07/2015,Single Family,14752 W JAGUAR ST ,91345,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91345, CA",34.26637649536133,-118.4603042602539
6003028005,01/07/2015,Multi-Family,1236 W 62ND ST ,90044,8,Citibank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"90044, CA",33.95302963256836,-118.29151153564453
2557004023,01/07/2015,Single Family,10719 N IRMA AVE ,91042,7,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91042, CA",34.31466293334961,-118.20763397216797
2103018030,01/07/2015,Single Family,7824 N GEYSER AVE ,91335,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91335, CA",34.20128631591797,-118.54069519042969
2101013003,01/07/2015,Single Family,8012 N ZELZAH AVE ,91335,12,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91335, CA",34.20128631591797,-118.54069519042969
2285020045,01/07/2015,Single Family,4108 N HAYVENHURST DR ,91436,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91436, CA",34.150089263916016,-118.49427795410156
2687002019,01/07/2015,Single Family,16945 W KNAPP ST ,91325,12,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Safeguard,7887   Safeguard   Valley View CA 44125,877-340-0060,"91325, CA",34.2368049621582,-118.51820373535156
2260010015,01/07/2015,Single Family,4910 N LIBBIT AVE ,91436,5,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"91436, CA",34.150089263916016,-118.49427795410156
5214023020,01/07/2015,Single Family,4621 E RICHELIEU TER ,90032,14,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90032, CA",34.080570220947266,-118.17868041992188
5053003020,01/07/2015,Single Family,2043 29TH ST ,90018,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90018, CA",34.02804183959961,-118.31771087646484
2157008043,01/07/2015,Single Family,5644 ETIWANDA AVE ,91356,3,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899,"91356, CA",34.153865814208984,-118.54678344726562
5185018012,01/07/2015,Multi-Family,2855 E 6TH ST ,90033,14,Deutsche Bank National Trust c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Safeguard,7887   Safeguard   Valley View CA 44125,877-340-0060,"90033, CA",34.05023956298828,-118.21083068847656
2565005049,01/07/2015,Single Family,10358 N PINYON AVE ,91042,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91042, CA",34.31466293334961,-118.20763397216797
6033002024,01/07/2015,Single Family,1317 W 85TH ST ,90044,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90044, CA",33.95302963256836,-118.29151153564453
2027035021,01/07/2015,Single Family,7548 N LILLA PL ,93063,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"93063, CA",34.2882080078125,-118.68922424316406
2766020021,01/07/2015,Single Family,9415 N ENCINO AVE ,91325,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91325, CA",34.2368049621582,-118.51820373535156
6030006023,01/07/2015,Multi-Family,231 1 2 E 82ND ST ,90003,9,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90003, CA",33.96413803100586,-118.27391815185547
2543019012,01/07/2015,Single Family,10032 N WHEATLAND AVE ,91040,7,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91040, CA",34.274986267089844,-118.31769561767578
2266013100,01/07/2015,Single Family,4230 N STANSBURY AVE ,91423,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"91423, CA",34.14839553833008,-118.43264770507812
2683025013,01/07/2015,Single Family,10833 N FORBES AVE ,91344,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91344, CA",34.29195785522461,-118.50615692138672
6057012002,01/07/2015,Single Family,1857 W 94TH PL ,90047,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90047, CA",33.953941345214844,-118.30876922607422
6033005026,01/07/2015,Single Family,8100 S NORMANDIE AVE ,90044,8,GUILD MORTGAGE COMPANY,INGRID FOOTE,858-627-2202,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90044, CA",33.95302963256836,-118.29151153564453
5484022031,01/07/2015,Multi-Family,5909 E TERRACE DR ,90042,1,Bank of America,Chad McLean,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"90042, CA",34.11512756347656,-118.19194793701172
6052028015,01/07/2015,Single Family,419 E COLDEN AVE ,90003,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"90003, CA",33.96413803100586,-118.27391815185547
