DISTRICT,AIN,ASSESSED VALUE,ADDRESS,FIRST_OWNER_NAME,,compiled_address,compiled_lat,compiled_lng
13,5542027900,"$91,191",0         0,L A CITY,"","0, 0",0,0
13,5542028901,"$316,943",0         0,L A CITY,"","0, 0",0,0
13,5543009900,"$384,268",0         0,L A CITY,"","0, 0",0,0
13,5543009902,"$109,285",0         0,L A CITY,"","0, 0",0,0
13,5543010900,"$6,655",0         0,L A CITY,"","0, 0",0,0
13,5543011901,"$2,426,152",0         0,L A CITY,"","0, 0",0,0
13,5543012900,$0,0         0,L A CITY,"","0, 0",0,0
13,5545007900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
4,5546001900,"$21,769",0         0,L A CITY,"","0, 0",0,0
13,5546007900,"$121,681",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
13,5546008900,"$301,008",0         0,L A CITY LIBRARY,"","0, 0",0,0
13,5546009904,$0,0         0,L A CITY DEPT OF TRANSPORTATION,"","0, 0",0,0
13,5546015900,"$2,210,850",0         0,COMMUNITY REDEVELOPMENT AGENCY,"","0, 0",0,0
13,5546015901,"$62,424",0         0,COMMUNITY REDEVELOPMENTOF LOS,"","0, 0",0,0
13,5546015902,"$70,227",0         0,COMMUNITY REDEVELOPMENTOF LOS,"","0, 0",0,0
4,5546017904,"$1,008,074",0         0,L A CITY,"","0, 0",0,0
13,5546022900,"$120,699",0         0,L A CITY,"","0, 0",0,0
13,5546032900,$101,0         0,LACMTA,"","0, 0",0,0
13,5546033900,"$352,245",0         0,L A CITY,"","0, 0",0,0
13,5547003900,"$211,345",0         0,L A CITY,"","0, 0",0,0
13,5547004901,"$121,929",0         0,L A CITY,"","0, 0",0,0
13,5547004904,$0,0         0,L A CITY,"","0, 0",0,0
13,5547011900,$0,0         0,LACMTA,"","0, 0",0,0
13,5547013900,"$49,949",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
13,5547026900,"$67,369",0         0,L A CITY,"","0, 0",0,0
13,5547026901,"$25,483",0         0,L A CITY,"","0, 0",0,0
13,5547026902,"$43,544",0         0,L A CITY,"","0, 0",0,0
4,5547030900,"$275,391",0         0,L A CITY,"","0, 0",0,0
13,5548003900,"$82,740",0         0,L A CITY,"","0, 0",0,0
13,5548003901,"$29,454",0         0,L A CITY,"","0, 0",0,0
13,5548004901,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004902,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004903,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004904,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004905,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004906,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004907,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004908,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004909,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004910,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004911,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004912,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004913,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004914,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004915,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004916,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004917,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004918,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004919,$0,0         0,LACMTA,"","0, 0",0,0
13,5548004920,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004921,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004922,$1,0         0,L A CITY,"","0, 0",0,0
13,5548004923,"$269,887",0         0,L A CITY,"","0, 0",0,0
4,5549002900,"$39,958",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5549003901,"$306,130",0         0,L A CITY,"","0, 0",0,0
4,5549005900,"$9,345",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5549005901,"$2,683",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5549006902,"$29,326",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5549007900,"$3,198",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5549007901,$130,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5549007902,$130,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5549014901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5549019900,"$76,848",0         0,L A CITY,"","0, 0",0,0
4,5549024900,"$6,655",0         0,L A CITY S BY S,"","0, 0",0,0
4,5549024901,"$21,715",0         0,L A CITY,"","0, 0",0,0
4,5549031900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5550003900,"$1,207,040",0         0,L A CITY,"","0, 0",0,0
4,5550025901,"$59,812",0         0,L A CITY,"","0, 0",0,0
4,5550025902,"$110,409",0         0,L A CITY,"","0, 0",0,0
4,5550025903,"$82,612",0         0,L A CITY,"","0, 0",0,0
4,5550025904,"$47,771",0         0,L A CITY,"","0, 0",0,0
4,5551032901,"$5,064",0         0,L A CITY S BY S,"","0, 0",0,0
4,5551032902,"$4,582",0         0,L A CITY S BY S,"","0, 0",0,0
4,5551032903,"$4,582",0         0,L A CITY S BY S,"","0, 0",0,0
4,5551032904,"$4,582",0         0,L A CITY S BY S,"","0, 0",0,0
4,5551032905,"$3,615",0         0,L A CITY S BY S,"","0, 0",0,0
4,5555025901,"$9,857",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5555031902,"$8,657",0         0,L A CITY,"","0, 0",0,0
4,5556001900,"$1,530",0         0,L A CITY S BY S,"","0, 0",0,0
4,5556001901,$634,0         0,L A CITY S BY S,"","0, 0",0,0
4,5556003900,"$2,683",0         0,L A CITY,"","0, 0",0,0
4,5556003901,"$38,151",0         0,L A CITY,"","0, 0",0,0
4,5556005900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5556008900,"$1,276",0         0,L A CITY S BY S,"","0, 0",0,0
4,5556016900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5556017900,"$1,914",0         0,L A CITY S BY S,"","0, 0",0,0
4,5556018900,"$1,914",0         0,L A CITY S BY S,"","0, 0",0,0
4,5556019900,"$2,683",0         0,L A CITY S BY S,"","0, 0",0,0
4,5556020900,"$1,914",0         0,L A CITY S BY S,"","0, 0",0,0
4,5556021900,"$7,934",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5556022902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5556023901,"$5,374",0         0,L A CITY S BY S,"","0, 0",0,0
4,5556023902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5561011900,"$44,313",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5562001902,"$3,964",0         0,L A CITY S BY S,"","0, 0",0,0
4,5562006900,$249,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5562010900,"$7,934",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5562010901,"$9,345",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5563002901,"$10,625",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5563005901,$378,0         0,L A CITY S BY S,"","0, 0",0,0
4,5563006900,$0,0         0,L A CITY,"","0, 0",0,0
4,5563011900,$634,0         0,L A CITY S BY S,"","0, 0",0,0
4,5564028901,"$33,298",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5564029900,"$7,934",0         0,L A CITY,"","0, 0",0,0
4,5564029905,"$11,520",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5565003901,"$457,373",0         0,LOS ANGELES CITY,"","0, 0",0,0
4,5565004900,"$53,279",0         0,L A CITY,"","0, 0",0,0
4,5565005900,"$117,196",0         0,L A CITY,"","0, 0",0,0
4,5565016900,$237,0         0,L A CITY S BY S,"","0, 0",0,0
4,5565016903,$0,0         0,L A CITY,"","0, 0",0,0
4,5565020900,$237,0         0,L A CITY,"","0, 0",0,0
4,5565023900,$237,0         0,L A CITY,"","0, 0",0,0
4,5565026900,"$1,443",0         0,L A CITY S BY S,"","0, 0",0,0
4,5565044900,"$1,276",0         0,L A CITY,"","0, 0",0,0
4,5567001900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567001901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567004902,"$1,787",0         0,L A CITY S BY S,"","0, 0",0,0
4,5567004903,$890,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567004904,$890,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567004905,$890,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567004906,$505,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567007900,$761,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567007901,$761,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567008900,"$3,964",0         0,L A CITY S BY S,"","0, 0",0,0
4,5567012901,$0,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567013900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567014900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567014901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567015900,$505,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567015901,$761,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567019900,$124,0         0,L A CITY,"","0, 0",0,0
4,5567021901,$505,0         0,L A CITY,"","0, 0",0,0
4,5567021903,$0,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567022900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567024900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5567031900,"$1,530",0         0,L A CITY S BY S,"","0, 0",0,0
4,5570007900,"$2,409",0         0,L A CITY S BY S,"","0, 0",0,0
4,5570019900,"$50,690",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5570030900,"$1,443",0         0,L A CITY S BY S,"","0, 0",0,0
4,5570030901,$249,0         0,L A CITY S BY S,"","0, 0",0,0
4,5571024900,"$1,423,016",0         0,L A CITY,"","0, 0",0,0
4,5571026901,"$569,718",0         0,L A CITY,"","0, 0",0,0
4,5571026902,"$28,724",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5571027900,"$2,409",0         0,L A CITY S BY S,"","0, 0",0,0
4,5571031903,"$2,409",0         0,L A CITY,"","0, 0",0,0
4,5571031904,$478,0         0,L A CITY,"","0, 0",0,0
4,5571031905,$237,0         0,L A CITY,"","0, 0",0,0
4,5571031907,"$5,546",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5571031908,$249,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5571032900,$344,0         0,L A CITY,"","0, 0",0,0
4,5572001900,"$9,215",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5572004900,"$31,030",0         0,L A CITY,"","0, 0",0,0
4,5572011900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,5572013900,"$163,928",0         0,L A CITY,"","0, 0",0,0
4,5572023900,"$3,964",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5572023901,"$166,830",0         0,L A CITY,"","0, 0",0,0
4,5572024900,"$1,276",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5572024901,$0,0         0,L A CITY,"","0, 0",0,0
4,5572024902,"$478,683",0         0,L A CITY,"","0, 0",0,0
4,5572024903,"$5,000",0         0,L A CITY,"","0, 0",0,0
4,5572025900,"$641,455",0         0,L A CITY,"","0, 0",0,0
4,5572025901,"$1,169,450",0         0,L A CITY,"","0, 0",0,0
4,5572026900,"$8,930",0         0,L A CITY,"","0, 0",0,0
4,5576002900,$124,0         0,L A CITY,"","0, 0",0,0
4,5576003900,"$18,183",0         0,L A CITY S BY S,"","0, 0",0,0
4,5576007900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5576007901,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5576010900,$118,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577006900,$0,0         0,L A CITY,"","0, 0",0,0
4,5577006901,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577006904,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577008903,$124,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577008904,"$1,526,940",0         0,L A CITY,"","0, 0",0,0
4,5577008905,"$2,097,120",0         0,L A CITY,"","0, 0",0,0
4,5577011902,"$148,580",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577012901,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577013900,"$1,155",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577013901,"$2,229,411",0         0,L A CITY,"","0, 0",0,0
4,5577013902,"$2,955,307",0         0,L A CITY,"","0, 0",0,0
4,5577013904,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577014900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577016900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577019901,"$809,531",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577020900,"$7,679",0         0,L A CITY S BY S,"","0, 0",0,0
4,5577032900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5577032901,$0,0         0,L A CITY,"","0, 0",0,0
4,5577035900,$0,0         0,L A CITY,"","0, 0",0,0
4,5580016900,$237,0         0,L A CITY S BY S,"","0, 0",0,0
4,5581001903,$124,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5581001904,"$1,914",0         0,L A CITY,"","0, 0",0,0
4,5581001906,$0,0         0,L A CITY PARK,"","0, 0",0,0
4,5581002900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5581004900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5581004901,"$955,770",0         0,LOS ANGELES CITY,"","0, 0",0,0
4,5581005900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5581005901,"$29,851",0         0,L A CITY,"","0, 0",0,0
4,5581005902,$0,0         0,L A CITY PARK,"","0, 0",0,0
4,5581005903,"$4,742,200",0         0,L A CITY,"","0, 0",0,0
4,5581005904,"$1,285,406",0         0,L A CITY PARK,"","0, 0",0,0
4,5581005905,"$1,390,972",0         0,LOS ANGELES CITY,"","0, 0",0,0
4,5581006900,"$150,811",0         0,L A CITY,"","0, 0",0,0
4,5581008900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581009900,"$34,484",0         0,L A CITY,"","0, 0",0,0
4,5581010900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581010901,"$10,625",0         0,L A CITY,"","0, 0",0,0
4,5581010902,"$22,538",0         0,L A CITY,"","0, 0",0,0
4,5581010903,"$1,448,400",0         0,L A CITY,"","0, 0",0,0
4,5581011900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581011901,$0,0         0,L A CITY,"","0, 0",0,0
4,5581012900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581013900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581013901,$0,0         0,L A CITY,"","0, 0",0,0
4,5581014900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581015900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5581016900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581017900,$0,0         0,L A CITY,"","0, 0",0,0
4,5581026900,$0,0         0,L A CITY,"","0, 0",0,0
4,5582001900,$0,0         0,L A CITY,"","0, 0",0,0
4,5583021900,"$12,065",0         0,L A CITY,"","0, 0",0,0
4,5583025900,$0,0         0,L A CITY,"","0, 0",0,0
4,5585003900,"$56,604",0         0,L A CITY,"","0, 0",0,0
4,5585005900,"$1,402",0         0,L A CITY S BY S,"","0, 0",0,0
13,5586028900,"$81,460",0         0,L A CITY,"","0, 0",0,0
4,5587023900,"$24,330",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,5587025900,"$95,293",0         0,L A CITY,"","0, 0",0,0
4,5587025901,"$23,818",0         0,L A CITY,"","0, 0",0,0
4,5587027900,"$158,827",0         0,L A CITY PARK,"","0, 0",0,0
4,5588001900,"$217,749",0         0,L A CITY,"","0, 0",0,0
4,5588036900,"$140,895",0         0,L A CITY,"","0, 0",0,0
4,5590017901,"$86,916",0         0,L A CITY,"","0, 0",0,0
4,5590020900,"$69,163",0         0,L A CITY,"","0, 0",0,0
4,5591022900,"$399,013",0         0,L A CITY,"","0, 0",0,0
4,5593001901,"$2,045",0         0,L A CITY,"","0, 0",0,0
4,5593002902,"$6,528",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
13,5593002904,"$3,964",0         0,L A CITY,"","0, 0",0,0
4,5593002906,"$4,214,201",0         0,L A CITY,"","0, 0",0,0
4,5593002907,"$484,179",0         0,L A CITY,"","0, 0",0,0
4,5593002908,"$384,268",0         0,L A CITY,"","0, 0",0,0
4,5593002909,"$330,469",0         0,L A CITY,"","0, 0",0,0
4,5593002910,"$1,665,183",0         0,L A CITY,"","0, 0",0,0
4,5593002911,"$8,243,960",0         0,L A CITY,"","0, 0",0,0
4,5593002916,$0,0         0,L A CITY,"","0, 0",0,0
4,5593002917,$0,0         0,L A CITY,"","0, 0",0,0
4,5593004904,$124,0         0,L A CITY,"","0, 0",0,0
13,5593012906,"$2,165",0         0,L A CITY S BY S,"","0, 0",0,0
13,5593012909,$0,0         0,L A CITY,"","0, 0",0,0
4,5593018900,"$1,404",0         0,L A CITY,"","0, 0",0,0
13,5593018903,"$146,008",0         0,L A CITY,"","0, 0",0,0
13,5593018906,"$1,045,154",0         0,L A CITY,"","0, 0",0,0
13,5593018907,$357,0         0,L A CITY S BY S,"","0, 0",0,0
13,5593027900,$0,0         0,L A CITY,"","0, 0",0,0
13,5593028900,$0,0         0,L A CITY,"","0, 0",0,0
13,5593029900,$0,0         0,L A CITY,"","0, 0",0,0
13,5593030902,"$11,907",0         0,L A CITY,"","0, 0",0,0
13,5593030903,"$326,627",0         0,L A CITY,"","0, 0",0,0
13,5593030904,"$318,941",0         0,L A CITY,"","0, 0",0,0
13,5594016901,"$25,227",0         0,L A CITY,"","0, 0",0,0
13,5594016902,"$85,431",0         0,L A CITY,"","0, 0",0,0
13,5594016903,"$25,613",0         0,L A CITY,"","0, 0",0,0
4,5626009900,"$20,103",0         0,L A CITY,"","0, 0",0,0
14,5666024901,"$23,690",0         0,L A CITY,"","0, 0",0,0
14,5666024902,"$1,179",0         0,L A CITY,"","0, 0",0,0
14,5666025906,"$1,402",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
14,5666025907,"$106,950",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
14,5671001900,"$2,300",0         0,L A CITY,"","0, 0",0,0
14,5671009900,"$112,585",0         0,L A CITY,"","0, 0",0,0
14,5672021900,"$9,462",0         0,L A CITY,"","0, 0",0,0
14,5678021902,"$5,758",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
14,5683013900,"$2,300",0         0,L A CITY S BY S,"","0, 0",0,0
14,5683021900,$249,0         0,L A CITY,"","0, 0",0,0
14,5683022900,"$1,787",0         0,L A CITY,"","0, 0",0,0
14,5685020900,"$201,096",0         0,L A CITY,"","0, 0",0,0
14,5686003900,"$43,672",0         0,L A CITY,"","0, 0",0,0
14,5686004900,"$18,312",0         0,L A CITY,"","0, 0",0,0
14,5686004901,"$18,312",0         0,L A CITY,"","0, 0",0,0
14,5686004902,"$33,040",0         0,L A CITY,"","0, 0",0,0
14,5686004903,"$31,512",0         0,L A CITY,"","0, 0",0,0
14,5686004904,"$20,087",0         0,L A CITY,"","0, 0",0,0
14,5686018900,"$72,237",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
14,5686021900,"$53,024",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
14,5686021901,"$64,551",0         0,L A CITY,"","0, 0",0,0
14,5689004900,$249,0         0,L A CITY S BY S,"","0, 0",0,0
14,5689008900,"$5,633",0         0,L A CITY,"","0, 0",0,0
14,5689030900,"$8,576",0         0,L A CITY,"","0, 0",0,0
14,5689031904,$249,0         0,L A CITY,"","0, 0",0,0
14,5689031905,"$2,300",0         0,L A CITY,"","0, 0",0,0
14,5689031906,$124,0         0,L A CITY,"","0, 0",0,0
14,5689031907,"$1,147",0         0,L A CITY,"","0, 0",0,0
14,5689031908,$124,0         0,L A CITY,"","0, 0",0,0
14,5689033903,$0,0         0,L A CITY,"","0, 0",0,0
14,5690022900,$890,0         0,L A CITY S BY S,"","0, 0",0,0
14,5691017900,"$37,139",0         0,L A CITY,"","0, 0",0,0
14,5691017901,"$281,795",0         0,L A CITY,"","0, 0",0,0
14,5691017904,$387,0         0,L A CITY,"","0, 0",0,0
14,5708007900,"$127,350",0         0,L A CITY,"","0, 0",0,0
14,5708007902,"$26,973",0         0,L A CITY,"","0, 0",0,0
14,5716011900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
14,5716012900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
7,5869016900,"$8,576",0         0,L A CITY,"","0, 0",0,0
8,6001001900,"$313,799",0         0,L A CITY,"","0, 0",0,0
8,6001001901,$0,0         0,LACMTA,"","0, 0",0,0
8,6001007900,"$14,468",0         0,L A CITY,"","0, 0",0,0
8,6001007901,"$14,723",0         0,L A CITY,"","0, 0",0,0
8,6001009900,$0,0         0,LACMTA,"","0, 0",0,0
8,6001009901,$0,0         0,LACMTA,"","0, 0",0,0
8,6001019900,"$144,729",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6002001900,$0,0         0,LACMTA,"","0, 0",0,0
8,6002024900,"$1,207,040",0         0,L A CITY PLAYGROUND,"","0, 0",0,0
8,6002030904,$634,0         0,L A CITY,"","0, 0",0,0
8,6002030905,$634,0         0,L A CITY,"","0, 0",0,0
9,6003021900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
8,6003031904,$0,0         0,L A CITY,"","0, 0",0,0
9,6004001902,"$25,355",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
9,6006002900,"$18,727",0         0,L A CITY,"","0, 0",0,0
9,6006015900,$0,0         0,L A CITY,"","0, 0",0,0
9,6007013900,"$9,473",0         0,L A CITY,"","0, 0",0,0
9,6007013901,"$26,251",0         0,LACMTA,"","0, 0",0,0
9,6007013902,"$21,512",0         0,LACMTA,"","0, 0",0,0
9,6007013903,"$41,750",0         0,L A CITY,"","0, 0",0,0
8,6015036900,"$28,843",0         0,L A CITY,"","0, 0",0,0
8,6017014900,$0,0         0,L A CITY PARK,"","0, 0",0,0
8,6020013900,"$114,444",0         0,L A CITY,"","0, 0",0,0
8,6020013901,"$52,020",0         0,L A CITY,"","0, 0",0,0
8,6020016900,"$14,723",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6020016901,"$12,417",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
9,6022023900,$378,0         0,L A CITY,"","0, 0",0,0
9,6031001901,"$14,834",0         0,L A CITY,"","0, 0",0,0
9,6031001903,"$108,045",0         0,L A CITY,"","0, 0",0,0
9,6031014900,"$89,658",0         0,L A CITY,"","0, 0",0,0
8,6032012904,$0,0         0,COMMUNITY REDEVELOPMENT AGENCY,"","0, 0",0,0
8,6032012905,$0,0         0,COMMUNITY REDEVELOPMENT AGENCY,"","0, 0",0,0
8,6032013902,"$43,159",0         0,L A CITY,"","0, 0",0,0
8,6032013903,"$34,544",0         0,L A CITY,"","0, 0",0,0
8,6032013904,"$110,132",0         0,L A CITY,"","0, 0",0,0
8,6032015901,$0,0         0,L A CITY,"","0, 0",0,0
8,6032035908,$100,0         0,L A CITY,"","0, 0",0,0
8,6036009900,$0,0         0,L A CITY,"","0, 0",0,0
8,6038001900,$0,0         0,L A CITY,"","0, 0",0,0
8,6038001901,$0,0         0,L A CITY,"","0, 0",0,0
8,6038010902,$0,0         0,L A CITY,"","0, 0",0,0
8,6038013900,$0,0         0,L A CITY,"","0, 0",0,0
8,6039001900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6039003900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6040013901,"$1,402",0         0,L A CITY,"","0, 0",0,0
8,6040014905,$0,0         0,L A CITY,"","0, 0",0,0
8,6040014906,$0,0         0,L A CITY,"","0, 0",0,0
8,6040015900,"$4,221",0         0,L A CITY,"","0, 0",0,0
8,6040015901,"$5,117",0         0,L A CITY,"","0, 0",0,0
9,6041023901,$0,0         0,L A CITY,"","0, 0",0,0
9,6042003900,$124,0         0,L A CITY,"","0, 0",0,0
9,6042003901,$124,0         0,L A CITY,"","0, 0",0,0
15,6044007902,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
15,6046021915,"$239,525",0         0,L A CITY HOUSING AUTHORITY,"","0, 0",0,0
15,6046021916,"$127,956",0         0,L A CITY HOUSING AUTHORITY,"","0, 0",0,0
15,6046021917,"$386,829",0         0,L A CITY HOUSING AUTHORITY,"","0, 0",0,0
15,6048012931,"$26,742",0         0,L A CITY,"","0, 0",0,0
15,6048012932,"$3,073",0         0,COMMUNITY REDEVELOPMENT AGENCY,"","0, 0",0,0
15,6048012933,$0,0         0,L A CITY,"","0, 0",0,0
15,6048013923,$222,0         0,COMMUNITY REDEVELOPMENT AGENCY,"","0, 0",0,0
15,6048013928,"$401,802",0         0,COMMUNITY REDEVELOPMENT AGENCY,"","0, 0",0,0
15,6048016900,"$36,116",0         0,L A CITY,"","0, 0",0,0
15,6048024903,$0,0         0,LACMTA,"","0, 0",0,0
15,6048024904,$0,0         0,LACMTA,"","0, 0",0,0
15,6048024905,$0,0         0,LACMTA,"","0, 0",0,0
15,6048028934,"$19,848",0         0,L A CITY,"","0, 0",0,0
15,6048028935,"$14,595",0         0,COMMUNITY REDEVELOPMENT AGENCY,"","0, 0",0,0
8,6049013900,"$21,769",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6049014900,"$22,412",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6049014901,"$28,685",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6049028900,$0,0         0,L A CITY,"","0, 0",0,0
8,6049029900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6050025900,$249,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6050026900,$249,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6050027900,$249,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6050028900,"$149,861",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6050035900,$249,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6051002900,$124,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6051027900,$124,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
8,6051028900,$124,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
